id,book,alignments,ch_match
AOCP2023090610Vols,0782Balansi.SilatJamc,1,138
AOCP2023090619,0734IbnSayyidNas.Minah,7,1153
AOCP2023090620,0911Suyuti.DarrSahaba,1,99
AOCP2023090623,0893CamiriHaradi.RiyadMustataba,1,192
AOCP2023090638Vols,1100Izkawi.KashfGhumma,1,88
AOCP2023092678,0633IbnDihyaJumayyilKalbi.NibrasFiTarikh,2,173
AOCP20240501183,0524IbnTumart.AcazzMaYutlab,4,548
AOCP20251104036,0509AbuFarajArmanazi.Majmuc,1,88
AOCP20251104037Vols,0511SalmanIbnNasirArghiyani.SharhIrshad,1,90
AOCP20251104061,0620IbnQudamaMaqdisi.DawBahir,2,313
AOCP20251104081,0728IbnTaymiyya.LaaliNayyirat,5,955
AOCP20251104084,0731IbnBarriRibati.Iqtitaf,1,212
AOCP20251104090,0762MughultayIbnQilij.WadihMubin,1,311
AOCP20251104097Vols,0800AhmadIbnUghuzDanishmandAqshahri.Intiqad,1,134
AOCP20251104103Vols,0854IbnDiyaMakki.DiyaMacnawi,1,161
AOCP20251104123,0958NasirDinLaqani.Fusul,1,180
AOCP20251104125,0987ZaynDinMalibari.SirajQulub,2,305
AOCP20251104131Vols,1041BurhanDinLaqani.TalkhisTajrid,2,224
AOCP20251117056,1125AqaJamalKhwansari.Majalis,1,169
EScr20112614,0845AbuHafsSamarqandi.NaylHathith,2,514
EScr20120309,0850ShihabDinIbshihi.TadhkiratCarifin,1,102
EScr202211221604,0334Azdi.TarikhMawsil,1,116
EShia0086596,0363QadiNucman.ManaqibWaMathalib,3,467
Hindawi013538483,1375MuhammadHusaynHaykal.FaruqCumar,1,224
Hindawi017160604,1375AhmadFaridRifaci.CasrMamun,1,123
Hindawi017506357,1392TahaHusayn.MaratIslam,1,159
Hindawi020604026,1375MuhammadHusaynHaykal.HayatMuhammad,1,85
Hindawi027194802,1364AhmadMuharram.DiwanMajdIslam,1,492
Hindawi029620591,1379MuhammadAscadTalas.TarikhUmmaCasrRashidun,7,1279
Hindawi030353837,1373MuhammadLutfiJumca.ThawratIslamWaBatalAnbiya,5,1113
Hindawi037942742,1383CabbasMahmudCaqqad.FatimaZahraWaFatimiyyun,1,189
Hindawi052718095,1366MustafaCabdRazzaq.TamhidTarikhFalsafaIslamiyya,1,292
Hindawi057192052,1365AhmadCisa.GhunaLiAtfal,1,170
Hindawi059616186Vols,1373AhmadAmin.FaydKhatir,1,112
Hindawi061483693,1385AsadRustam.MustalahTarikh,2,199
Hindawi069179508,1383MuhammadYusufMusa.AbuHanifaWaQIyamInsaniyya,1,275
Hindawi072836250,1378CabdWahhabCazzam.MahdCarab,1,144
Hindawi074603536Vols,1443SayyidQimni.HurubDawlatRasul,3,427
Hindawi080746828,1443SayyidQimni.HizbHashimi,1,104
Hindawi081316951,1371ZakiMubarak.Tasawwuf,2,238
Hindawi091931968,1360AbuCabdAllahZanjani.TarikhQuran,2,203
Hindawi092024806,1373AhmadAmin.FajrIslam,2,387
Hindawi093681649,1450CabdCazizAminKhanji.ShahiratNisaFiCalamIslami,1,184
JK000001,0505Ghazali.IhyaCulumDin,6,877
JK000003,0597IbnJawzi.DhammHawa,4,1550
JK000005,0463IbnCabdBarr.JamicBayan,46,7844
JK000010,0751IbnQayyimJawziyya.TibbNabawi,1,118
JK000011,0256Bukhari.AdabMufrad,34,7088
JK000014,0281IbnAbiDunya.MaradWaKaffarat,1,77
JK000020,0444AbuCamrDani.SunanWarida,12,2239
JK000021,0458Bayhaqi.ShucabIman,73,12110
JK000022,0430AbuNucaymIsbahani.HilyatAwliya,72,11625
JK000024,0458Bayhaqi.FadailAwqat,4,785
JK000025,0228IbnHammadKhuzaci.Fitan,2,250
JK000030,0581IbnKharratIshbili.CaqibaFiDhikrMawt,11,3300
JK000033,0246HusaynMarwazi.BirrWaSila,3,473
JK000041,1218SalihFulani.IqazHimam,3,394
