id,book,alignments,ch_match
Hindawi097186416,1380MuhammadKamilHusayn.FiAdabMisrFatimiyya,1,208
Kraken210904174302,0470MuayyadFiDinShirazi.Diwan,2,435
Noorlib0010827,0557IbrahimBinHusaynHamidi.KanzWalad,3,712
Noorlib0023588,0872IdrisCimadDin.ZahrMacani,1,478
Rafed0003537Vols,1450IbrahimMusawiZanjani.CaqaidImamiyya,1,122
Shamela0096337,1342MahmudShukriAlusi.Suyuf,1,103
Shia001299,0413ShaykhMufid.Amali,1,105
Shia001334,0460ShaykhTusi.Amali,1,108
Shia001423Vols,1107HashimBahrani.MadinatMacajiz,1,108
Shia001432Vols,1111Majlisi.BiharAnwar,4,484
Shia002185Vols,0656IbnAbiHadid.SharhNahjBalagha,1,159
Shia002984Vols,1405CaliShahrudi.Mustadrakat,1,160
Shia003636Vols,1371MuhsinAminCamili.AcyanShica,2,278
Shia003764Vols,1359CabbasQummi.Kuna,1,105
Shia004524,1340CaliBahrani.AnwarBadrayn,1,125
Zaydiyya0000098,1428MajdDinMuayyadi.LawamicAnwar,1,109
