id,book,alignments,ch_match
ALCorpus00034,0313IbnZakariyyaRazi.MansuriFiTibb,37,17284
ArabCommAph052131919Vols,0685IbnQuffKaraki.SharhFusulAbuqrat,2,490
Hindawi068259064,1414GeorgeShahataQanawati.MuallafatIbnRushd,3,962
Hindawi073941747,1383CabbasMahmudCaqqad.IbnRushd,19,9952
Hindawi081461536,1450SairBasmaji.TarikhCilmHarara,1,140
JK009278,0646IbnBaytarAndalusi.JamicLiMufradat,9,1884
JK010670,0571IbnIbrahimIbnSacdKhayrAnsari.QurtCalaKamil,1,231
Masaha004844,0682ZakariyaQazwini.CajaibMakhluqat,1,513
Rafed0003591Vols,1091MuhammadMuhsinFaydKashani.CaynYaqin,18,7398
ShamAY0035035,1205MurtadaZabidi.IthafSada,6,2389
ShamAY0035929,0696AshrafIbnYusufTurkumani.Muctamid,3,398
Shamela0006687,0668IbnAbiUsaybica.CuyunAnba,2,878
Shamela0010704,0313IbnZakariyyaRazi.HawiFiTibb,5,927
Shamela0010706,0428IbnSina.QanunFiTibb,2,318
Shia001432Vols,1111Majlisi.BiharAnwar,15,7350
