id,book,alignments,ch_match
AOCP2023090610Vols,0786Balansi.SilatJamc,2,258
AOCP2023090619,0734IbnSayyidNas.Minah,9,1531
AOCP2023090622,0694MuhibbDinTabari.SimtThamin,6,1200
AOCP2023090623,0893CamiriHaradi.RiyadMustataba,1,276
AOCP2023090638Vols,1100Izkawi.KashfGhumma,19,5658
BibleCorpus001,1313CorneliusVanDyck.CahdQadimWaJadid,7,1445
EShia0071807,1107QadiSacidQummi.SharhTawhidSaduq,2,309
EShia0086596,0363QadiNucman.ManaqibWaMathalib,32,8473
Hindawi013082050,1383CabbasMahmudCaqqad.HaqaiqIslam,4,706
Hindawi013538483,1375MuhammadHusaynHaykal.FaruqCumar,12,2182
Hindawi013957902,1378CabdWahhabCazzam.Awabid,5,1148
Hindawi013961474,1443SayyidQimni.NabiIbrahim,1,216
Hindawi015814636,1383CabbasMahmudCaqqad.CabqariyyatMuhammad,16,4981
Hindawi016136305,1375MuhammadHusaynHaykal.ImbaraturiyyaIslamiyya,3,623
Hindawi017160604,1375AhmadFaridRifaci.CasrMamun,1,91
Hindawi017506357,1392TahaHusayn.MaratIslam,4,941
Hindawi018175075,1375MuhammadHusaynHaykal.FiManzilWahy,16,2582
Hindawi019640759,1423TharwatAbaza.SardQisasi,4,929
Hindawi019720463,1450FirasSawwah.AlghazInjil,1,111
Hindawi020604026,1375MuhammadHusaynHaykal.HayatMuhammad,100,20201
Hindawi025308516Vols,1385AsadRustam.KanisatAntakiya,4,845
Hindawi026382506Vols,1331JurjiZaydan.TarikhTamaddunIslami,4,745
Hindawi026931350,1383CabbasMahmudCaqqad.CamrIbnCas,3,528
Hindawi026964862,1375MuhammadHusaynHaykal.CuthmanIbnCaffan,1,215
Hindawi027194802,1364AhmadMuharram.DiwanMajdIslam,5,1105
Hindawi028570502Vols,1381SalimHasan.MawsucatMisrQadima,1,246
Hindawi029285358,1361YusufAhmad.IslamFiHabasha,4,1735
Hindawi029373572,1361CabdAllahHusayn.MasalaHabashiyya,1,240
Hindawi029620591,1379MuhammadAscadTalas.TarikhUmmaCasrRashidun,2,194
Hindawi030353837,1373MuhammadLutfiJumca.ThawratIslamWaBatalAnbiya,43,8471
Hindawi030850472,1450FirasSawwah.LughzCishtar,2,253
