id,book,alignments,ch_match
AOCP2023092678,0633IbnDihyaJumayyilKalbi.NibrasFiTarikh,1,104
AOCP20240305136,0872CimadDinIdris.CuyunAkhbar,1,442
AOCP20240423140Vols,0764Safadi.AlhanSawajic,1,331
AOCP2025021446,1013AhmadTadiliSawmaci.Mucza,9,2404
AOCP20250214643Vols,0845FasihKhwafi.MujmalFasihi,1,267
AOCP20251104036,0509AbuFarajArmanazi.Majmuc,1,86
AOCP20251104062,0620IbnQudamaMaqdisi.Intisar,1,331
AOCP20251104102,0820ShamsDinBilali.QutAhya,3,511
AOCP20251104106,0855HusaynIbnAbdRahmanAhdal.KashfGhita,1,132
EScr20120309,0850ShihabDinIbshihi.TadhkiratCarifin,1,121
EScr202211221604,0334Azdi.TarikhMawsil,1,122
GVDB20200120,0692IbnCabdZahir.RawdZahir,55,24269
GVDB20200701,0730ShaficIbnCali.FadlMathur,6,2745
GVDB20200720,0692IbnCabdZahir.TashrifAyyam,6,3236
GVDB20201027,0725BaybarsMansuri.ZubdatFikra,712,320628
GVDB20210106,0725BaybarsMansuri.MukhtarAkhbar,24,5886
GVDB20220302,0692IbnCabdZahir.AltafKhafiyya,6,1780
Hindawi0061961973Vols,1300Anonymous.AlfLaylaWaLayla,5,525
Hindawi017083713,1379MuhammadAscadTalas.TarbiyaWaTaclimFiIslam,1,154
Hindawi018197281,1365AhmadCisa.TarikhBimaristanatFiIslam,3,1004
Hindawi019507951,1365AhmadCisa.TarikhNabatCindaCarab,1,160
Hindawi020385706,1359AhmadShawqi.AmiratAndalus,1,134
Hindawi020790318Vols,1368ShakibArslan.HulalSundusiyya,2,309
Hindawi020902971,1334AhmadIbnIbrahimSabuni.TarikhHama,5,932
Hindawi024069693,1377SalamaMusa.AshharKhutabWaMashahirKhutaba,8,3612
Hindawi025095731,1371JaquesTajir.AqbatWaMuslimun,2,741
Hindawi025308516Vols,1385AsadRustam.KanisatAntakiya,1,204
Hindawi026382506Vols,1331JurjiZaydan.TarikhTamaddunIslami,2,512
Hindawi028041486,1348AhmadTaymurBasha.AbuCalaMacarri,5,1475
Hindawi029535929,1331JurjiZaydan.TarikhMisrHadith,2,634
Hindawi030802908,1370AhmadSamihKhalidi.RijalHukmWaIdaraFiFilastin,1,136
Hindawi030807493,1450MuhammadCatif.AdabiyyatLughaCarabiyya,6,1826
Hindawi036050924,1450MahmudKamilFarid.BuasaFiCusurIslam,3,661
Hindawi037942742,1383CabbasMahmudCaqqad.FatimaZahraWaFatimiyyun,2,725
Hindawi038246146,1376IbrahimZaydan.NawadirKiram,1,79
Hindawi042414252,1381MarunCabbud.Macarri,5,986
Hindawi046069628,1366AnastasKarmali.KhulasatTarikhCiraq,1,139
Hindawi049424259,1378CabdWahhabCazzam.MuctamidIbnCabbad,8,1432
Hindawi049613641,1383CabbasMahmudCaqqad.ShacirAndalusi,1,165
Hindawi058180618,1381IsmacilMazhar.FiAdabWaHayat,1,115
Hindawi059162414,1392TahaHusayn.MacaAbiCalaFiSijnihi,1,109
Hindawi059285936,1387JamalDinShayyal.MujmalTarikhDumyat,1,350
Hindawi059535917,1325YusufDibs.MujazFiTarikhSuriya,1,205
Hindawi059616186Vols,1373AhmadAmin.FaydKhatir,4,544
Hindawi060585083,1348AhmadTaymurBasha.AclamFikrIslami,1,110
Hindawi062929363,1366MustafaCabdRazzaq.BahaZuhayr,1,311
Hindawi063908296,1378CabdWahhabCazzam.MajalisSultanGhuri,1,87
Hindawi068305130,1372KurdCali.IslamWaHadaraCarabiyya,1,230
Hindawi069242916,1383MuhammadSacidCaryan.ShajaratDurr,1,337
Hindawi070749395,1450CaliCabdAllahBarakat.NayazikFiTarikh,4,1141
Hindawi071490515,1381MarunCabbud.AdabCarab,2,326
