id,book,alignments,ch_match
JK000001,0505Ghazali.IhyaCulumDin,4,953
JK000785,0211CabdRazzaqSancani.Musannaf,1,132
JK000787BK1,0620IbnQudamaMaqdisi.MuqnicFiFiqh,1,56
JK001297,0509IbnShahridarDaylami.Firdaws,1,128
JK005200,0743FakhrDinZaylaci.TabyinHaqaiq,1,94
JK009242,0597IbnJawzi.WafaBiAhwalMustafa,1,135
Kraken2108092202141,0200AbuGhanimKhurasani.MudawwanaKubra,1,163
Masaha001864Vols,0845Maqrizi.ImtacAsmac,2,289
Masaha001946Vols,0893IbnAbiBakrHadari.BahjatMahafil,1,178
Sham19Y0001469,1347HasanSinawani.AslJamic,2,270
Sham19Y0014252,0826IbnCiraqi.GhaythHamic,3,460
Sham19Y0014594,0616IbnShash.CiqdJawahir,2,782
Sham19Y0014605,0919IbnGhaziMiknasi.ShifaGhalil,3,506
Sham19Y0017817,0561CabdQadirJilani.Ghunya,1,167
Sham19Y0020583,0708IbnIbrahimBaqquri.TartibFuruq,2,189
Sham19Y0020868,1450IbrahimNahhas.JamicIbnHanbalCilalHadith,1,138
Sham19Y0036114,0255CabdAllahDarimi.Sunan,1,180
Sham19Y0038171,1205MurtadaZabidi.TakhrijAhadithIhyaCulumDin,3,545
Sham19Y0122142,0794BadrDinZarkashi.TashnifMasamic,1,171
Sham19Y0133413,0909IbnMabrid.ZubadCulum,1,266
Sham19Y0147313,0805BahramDamiri.TahbirMukhtasar,4,564
Sham19Y0148271,0597IbnJawzi.JamicMasanid,1,203
ShamAY0031578,0606FakhrDinRazi.MafatihGhayb,1,165
ShamAY0033680,0330IbnIsmacilMahamili.Duca,1,115
ShamAY0034225,0767KhalilIbnIshaq.MukhtasarKhalil,3,598
ShamAY0035035,1205MurtadaZabidi.IthafSada,3,757
ShamAY0037544,0926ZakariyyaAnsari.LubbUsul,1,800
ShamAY0038201,0926ZakariyyaAnsari.HashiyaCalaSharhJamcJawamic,1,136
ShamIbadiyya0000030,0283CamrusIbnFath.UsulDaynunaSafiya,3,446
ShamIbadiyya0000066,1332QutbAtfayyish.LamTacrifIbadiyyaYaCuqbaYaJazairi,3,465
ShamIbadiyya0000074,1200CabdAllahIbnBashirHadrami.KawkabDurri,3,769
ShamIbadiyya0000095,1332NurDinSalimi.Jawabat,5,1093
ShamIbadiyya0000109,1332QutbAtfayyish.SharhNilWaShifaCalil,3951,685242
ShamIbadiyya0000129,0364AbuHasanBisyawi.Jamic,6,1076
ShamIbadiyya0000185,1090KhamisShiqsi.MinhajTalibin,11,2098
ShamIbadiyya0000200,1332NurDinSalimi.TalqinSubyan,10,2567
ShamIbadiyya0000203,1341SayfIbnNasirKharusi.JamicArkanIslam,11,2240
ShamIbadiyya0000219,0792AbuSakinCamirShammakhi.Idah,11,3213
ShamIbadiyya0000229,1332NurDinSalimi.MacarijAmal,12,2611
ShamIbadiyya0000237,1387MuhammadIbnSalimRuqayshi.NurWaqqad,18,3513
ShamIbadiyya0000277,1332QutbAtfayyish.JamicSaghir3,5,884
ShamIbadiyya0000279,1361SacidIbnNasirGhaythi.IdahTawhid,3,723
ShamIbadiyya0000438,1088AbuSitta.HashiyatTartib,1,103
ShamIbadiyya0000473,0364AbuHasanBisyawi.Mukhtasar,5,1221
ShamIbadiyya0000482,0750IsmacilJaytali.ManasikHajj,4,545
ShamIbadiyya0000728,1332QutbAtfayyish.KashfKurab,1,137
ShamIbadiyya0000771,1300MansurKharusi.SharhLamiyaIbnNadrKitabHajj,3,406
ShamIbadiyya0000773,1223DiyaDinThamini.TajManzur,24,5068
Shamela0000091,1101IbCabdAllahKharshi.SharhMukhtasarSayyidiKhalil,1,167
Shamela0000736,0463KhatibBaghdadi.TarikhBaghdad,1,79
Shamela0006025,0463KhatibBaghdadi.MuwaddihAwham,1,126
Shamela0007370,0370IbnCaliJassas.AhkamQuran,1,128
Shamela0008210,0395IbnMandaMuhammad.Tawhid,1,198
Shamela0008473,0774IbnKathir.TafsirQuran,1,204
Shamela0010283,0733Nuwayri.NihayatArab,1,170
Shamela0010488,0373AbuLaythSamarqandi.TanbihGhafilin,1,436
Shamela0012018,0895SibtMaridini.SharhFusul,1,127
Shamela0021493,0535QawwamSunna.SiyarSalaf,1,222
Shamela0021550,0806IbnHusaynZaynDinCiraqi.Mughni,3,581
Shamela0021608,1250IbnMuhammadCattarShafici.HashiyaCalaJamcJawamic,1,112
Shamela0021614,1299MuhammadCulayshMaliki.MinahJalil,1,73
Shamela0021619BK2,0884AbuIshaqIbnMuflih.MubdicFiSharhMuqnic,1,56
Shamela0021821,0468IbnAhmadWahidiNaysaburi.WasitFiTafsir,1,177
Shamela0022769,1316IbnCumarBantaniJawi.MarahLabid,1,160
Shamela0025794,0241IbnHanbal.Musnad,1,203
Shamela0029639,0611SharafDinMuqaddasi.ArbacunaFiFadlDuca,1,193
Shamela0031457,1206IbnCabdWahhab.MukhtasarZadMacad,1,204
Shia002359Vols,0548IbnHasanTabarsi.TafsirMajmacBayan,1,167
Shia002389Vols,1112IbnJumcaHuwayzi.TafsirNurThaqalayn,1,169
Shia003732Vols,0942IbnYusufShami.SubulHuda,1,174
Tafsir06049,1332QutbAtfayyish.HamayanZad,15,4176
