id,book,alignments,ch_match
JK000022,0430AbuNucaymIsbahani.HilyatAwliya,1,434
JK000134,0852IbnHajarCasqalani.TahdhibTahdhib,2,224
JK000201,1353IbnCabdRahimMubarakfuri.TuhfatAhwadhi,1,119
JK000475,0303Nasai.SunanKubra,16,3559
JK000482,0241IbnHanbal.FadailSahaba,7,1300
JK000532,0748Dhahabi.TadhkiratHuffaz,1,117
JK000533,0852IbnHajarCasqalani.IsabaFiTamyiz,1,515
JK000609,0852IbnHajarCasqalani.WuqufCalaMawquf,1,124
JK000621,0310IbnAhmadDulabi.Dhariyya,2,296
JK000669,0303Nasai.KhasaisAmirMumininCali,13,2861
JK000671,0620IbnQudamaMaqdisi.MutahabbinFiLlah,1,264
JK000698,0458Bayhaqi.Ictiqad,1,145
JK000747,0303Nasai.FadailSahaba,2,597
JK000778,0463IbnCabdBarr.IsticabFiMacrifatAshab,3,525
JK000785,0211CabdRazzaqSancani.Musannaf,1,216
JK000786,0235IbnAbiShayba.Musannaf,2,260
JK000916,0571IbnCasakir.TarikhDimashq,35,7625
JK000995,1182IbnIsmacilSancani.TawdihAfkar,1,127
JK001293BK1,0748Dhahabi.MizanIctidal,3,407
JK003609,0764Safadi.WafiBiWafayat,2,361
JK005004,0911Suyuti.LaaliMasnuca,2,243
JK005018,0748Dhahabi.TalkhisMawducatIbnJawzi,1,121
JK006801,0852IbnHajarCasqalani.MatalibCaliya,2,594
JK007025,0564IbnCabdWahidSamarqandi.Majlis,1,163
JK007065,0488IbnFutuhHumaydi.JamcBaynaSahihayn,1,489
JK009390,1423CabbasAhmadSaqr.JamicAhadith,7,1553
JK009408,0430AbuNucaymIsbahani.MacrifatSahaba,2,332
JK011486,0323CaliHimyari.Juz,1,124
JK011633,0340IbnAcrabiBasri.Mucjam,2,305
Kraken210630005153,0749IbnFadlAllahCumari.MasalikAbsar,1,270
Kraken211005012007,0775Anonymous.InsafFiIntisaf,1,410
Kraken220413030759,0776MuhammadIbnHasanWasiti.MajmacAhbab,1,122
Kraken220413194118,0902Sakhawi.Istijlab,1,242
Kraken220413203004,0652Mahalli.HadaiqWardiyya,1,107
Kraken230110004547,0622IbnBadrDiyaDinMawsili.JamcBaynSahihayn,1,354
Masaha001831,0360Tabarani.AkhbarHasan,1,113
Masaha001832,0833IbnJazari.AsnaMatalib,4,962
Masaha001864Vols,0845Maqrizi.ImtacAsmac,2,363
Masaha001920,0658IbnYusufGanji.Bayan,2,393
Masaha001922,0664IbnTawus.Tashrif,3,565
Masaha001954,0654SibtIbnJawzi.TadhkiratKhawass,2,454
Masaha001961Vols,0966HusaynDiyarbakri.TarikhKhamis,1,137
Masaha002064Vols,0450IbnMuhammadCasimi.CasalMusaffa,16,3272
Masaha002310,0800IbnAbiHasanDaylami.GhurarAkhbar,1,135
