id,book,alignments,ch_match
AOCP2023090608,0636IbnCaskar.Takmila,1,150
AOCP2023090610Vols,0782Balansi.SilatJamc,1,124
AOCP2023090619,0734IbnSayyidNas.Minah,3,588
AOCP2023090622,0694MuhibbDinTabari.SimtThamin,7,2692
AOCP2023092678,0633IbnDihyaJumayyilKalbi.NibrasFiTarikh,1,417
AOCP202502141237,0672NasirDinTusi.AkhlaqMuhtashami,1,91
AOCP20250214778,1058QadizadaKarahrudi.TuhfatShahiyya,1,175
AOCP20251104036,0509AbuFarajArmanazi.Majmuc,1,117
AOCP20251104052,0597IbnJawzi.LuqatManafic,1,279
AOCP20251104099,0805CabdKarimJili.KamalatIlahiyya,1,250
AOCP20251104103Vols,0854IbnDiyaMakki.DiyaMacnawi,4,1243
AOCP20251104125,0987ZaynDinMalibari.SirajQulub,1,262
AOCP20251104137,1093CabdQadirBaghdadi.TarajimCulama,1,195
EScr20120309,0850ShihabDinIbshihi.TadhkiratCarifin,1,87
EScr202211221604,0334Azdi.TarikhMawsil,1,169
EScript202304041356,0597IbnJawzi.ManaqibMacrufKarkhi,1,265
EShia0086596,0363QadiNucman.ManaqibWaMathalib,2,567
Hindawi0061961973Vols,1300Anonymous.AlfLaylaWaLayla,1,116
Hindawi013572791,1378YusufKaram.TabicaWaMaBacdaTabica,1,130
Hindawi013957902,1378CabdWahhabCazzam.Awabid,1,143
Hindawi015814636,1383CabbasMahmudCaqqad.CabqariyyatMuhammad,11,3740
Hindawi017160604,1375AhmadFaridRifaci.CasrMamun,7,3245
Hindawi018175075,1375MuhammadHusaynHaykal.FiManzilWahy,1,117
Hindawi020604026,1375MuhammadHusaynHaykal.HayatMuhammad,10,1837
Hindawi024069693,1377SalamaMusa.AshharKhutabWaMashahirKhutaba,1,341
Hindawi025308516Vols,1385AsadRustam.KanisatAntakiya,2,466
Hindawi027194802,1364AhmadMuharram.DiwanMajdIslam,5,1156
Hindawi027508303,1377NiqulaFayad.Khitaba,2,529
Hindawi029620591,1379MuhammadAscadTalas.TarikhUmmaCasrRashidun,2,298
Hindawi030353837,1373MuhammadLutfiJumca.ThawratIslamWaBatalAnbiya,4,1019
Hindawi030536269,1373AhmadAmin.DuhaIslam,2,285
Hindawi035168479,1378KhalilMardam.Jahiz,1,474
Hindawi037942742,1383CabbasMahmudCaqqad.FatimaZahraWaFatimiyyun,2,376
Hindawi041635814,1443SayyidQimni.RabbZaman,1,144
Hindawi048607936,1300ButrusBustani.UdabaCarabFiJahiliyyaWaSadrIslam,1,208
Hindawi051519061,1371ZakiMubarak.MadaihNabawiyya,3,1080
Hindawi059616186Vols,1373AhmadAmin.FaydKhatir,1,101
Hindawi061585791,1443SayyidQimni.IntikasatMuslimin,3,941
Hindawi069496185,1414ZakiNajibMahmud.TajdidFikrCarabi,1,114
Hindawi070427368,1379MuhammadAscadTalas.TarikhUmmaCasrIntilaq,2,414
Hindawi072063951,1443SayyidQimni.Sahwatna,2,574
Hindawi073640603,1300ButrusBustani.UdabaCarabFiAcsurCabbasiyya,1,130
Hindawi074603536Vols,1443SayyidQimni.HurubDawlatRasul,23,4604
Hindawi079072819,1339MuhammadDiyab.TarikhAdabLughaCarabiyya,9,4166
Hindawi080480207,1362MuhammadKamilHajjaj.KhawatirKhayal,1,93
Hindawi080746828,1443SayyidQimni.HizbHashimi,4,612
Hindawi083168619,1383CabbasMahmudCaqqad.SiddiqaBintSiddiq,1,124
Hindawi084858130,1364ImamShaficiAbuShanab.BunatIslam,2,367
Hindawi092024806,1373AhmadAmin.FajrIslam,2,388
Hindawi092028080,1362CabdCazizBishri.Qutuf,1,246
Hindawi092480708,1371ZakiMubarak.MadamicCushshaq,1,144
Hindawi093681649,1450CabdCazizAminKhanji.ShahiratNisaFiCalamIslami,4,735
Hindawi094061468,1342MustafaLutfiManfaluti.Nazarat,1,134
JK000001,0505Ghazali.IhyaCulumDin,15,3755
JK000003,0597IbnJawzi.DhammHawa,1,274
JK000005,0463IbnCabdBarr.JamicBayan,1,108
JK000011,0256Bukhari.AdabMufrad,1,147
JK000018,0281IbnAbiDunya.HusnZannBiLlah,1,106
JK000021,0458Bayhaqi.ShucabIman,12,3618
JK000022,0430AbuNucaymIsbahani.HilyatAwliya,9,2062
JK000050,0281IbnAbiDunya.Hawatif,1,214
JK000055,0181IbnMubarak.Zuhd,1,193
JK000063,0751IbnQayyimJawziyya.RawdatMuhibbin,1,264
JK000071,0795IbnRajabHanbali.JamicCulumWaHikam,2,435
JK000080,0656IbnCabdQawiMundhiri.TarghibWaTarhib,1,175
JK000081,0751IbnQayyimJawziyya.MadarijSalikin,2,651
JK000083,0751IbnQayyimJawziyya.HadiArwah,1,72
JK000088,0751IbnQayyimJawziyya.JalaAfham,1,320
JK000089,0751IbnQayyimJawziyya.HidayatHayara,8,3013
JK000098,1327AhmadIbrahimCisa.TawdihMaqasid,1,239
JK000103,0751IbnQayyimJawziyya.AhkamAhlDhimma,1,172
JK000105,0751IbnQayyimJawziyya.ZadMacad,17,4422
JK000110,0256Bukhari.Sahih,22,8256
JK000116,1233SulaymanSibtIbnCabdWahhab.Taysir,1,268
JK000127,0795IbnRajabHanbali.TakhwifMinNar,1,290
JK000139,0279Tirmidhi.ShamailMuhammadiyya,5,1430
JK000140,0279Tirmidhi.Sunan,1,188
JK000141,0273IbnMaja.Sunan,1,108
JK000148,1051IbnYunusBuhutiHanbali.KashshafQinac,1,92
JK000159,1044IbnBurhanDinHalabi.SiraHalabiyya,74,15621
JK000166,0852IbnHajarCasqalani.FathBari,5,858
JK000179,1310BakriDimyati.HashiyaIcanaTalibin,4,996
JK000180,0756TaqiDinSubki.Ibhaj,1,77
JK000201,1353IbnCabdRahimMubarakfuri.TuhfatAhwadhi,1,404
JK000213,0526IbnAbiYacla.TabaqatHanabila,1,169
JK000225,1051IbnYunusBuhutiHanbali.SharhMuntahaIradat,1,164
JK000232,0803IbnMusaJamalDinMalati.MuctasarMinMukhtasar,1,236
JK000239,0388AbuSulaymanKhattabi.GharibHadith,3,563
JK000264,1329MuhammadAshrafCazimabadi.CawnMacbud,2,505
JK000268,1346CabdQadirBadran.MadkhalIlaMadhhabAhmad,2,869
JK000277,0709IbnAbiFathShamsDinBacli.MatlacCalaAbwabMuqnic,2,198
JK000298,1031CabdRaufMunawi.FaydQadir,2,274
