id,book,alignments,ch_match
AOCP2023090616,0420IbnCabdAllahKhatibIskafi.LutfTadbir,1,162
AOCP2023090619,0734IbnSayyidNas.Minah,1,314
EScr20120309,0850ShihabDinIbshihi.TadhkiratCarifin,1,95
EScr202211221604,0334Azdi.TarikhMawsil,1,279
Hindawi014252850,1392TahaHusayn.BaynaBayna,1,97
Hindawi017160604,1375AhmadFaridRifaci.CasrMamun,2,483
Hindawi025936081,1378KhalilMardam.IbnMuqaffac,2,239
Hindawi027373961Vols,1361CabdAllahHusayn.Sudan,1,179
Hindawi030536269,1373AhmadAmin.DuhaIslam,5,1624
Hindawi038246146,1376IbrahimZaydan.NawadirKiram,1,161
Hindawi041740246,1383CabbasMahmudCaqqad.LughaShacira,1,125
Hindawi048607936,1300ButrusBustani.UdabaCarabFiJahiliyyaWaSadrIslam,1,80
Hindawi050704724,1378CabdWahhabCazzam.SilatBaynaCarabWaFurs,1,252
Hindawi050926304,1372KurdCali.RasailBulagha,58,34980
Hindawi052963131,1373AhmadAmin.SaclawaWaFutuwwaFiIslam,1,119
Hindawi059250728,1372KurdCali.IdaraIslamiyyaFiCizzCarab,1,181
Hindawi059616186Vols,1373AhmadAmin.FaydKhatir,2,301
Hindawi060208373,1357AnisZakariyaNusuli.DawlaUmawiyyaFiSham,1,445
Hindawi061485748,1400TawfiqSacidRafici.MaWaraBihar,1,75
Hindawi071490515,1381MarunCabbud.AdabCarab,1,97
Hindawi073640603,1300ButrusBustani.UdabaCarabFiAcsurCabbasiyya,1,218
Hindawi074291969Vols,1414ZakiNajibMahmud.QissatAdabFiCalam,1,245
Hindawi079405794,1376IbrahimZaydan.NawadirMutriba,1,129
Hindawi082068526,1383CabbasMahmudCaqqad.CabqariyyatCumar,1,169
Hindawi084739682,1372KurdCali.QadimWaHadith,5,777
Hindawi090281793,1450CadilMustafa.MughalatatLughawiyya,1,182
Hindawi092963020,1373AhmadAmin.ZuhrIslam,1,184
JK000020,0444AbuCamrDani.SunanWarida,1,169
JK000025,0228IbnHammadKhuzaci.Fitan,1,168
JK000049,0281IbnAbiDunya.Hilm,3,348
JK000092,0751IbnQayyimJawziyya.ManarMunif,1,198
JK000140,1420MuhammadNasirDinAlbani.SahihWaDacifSunanTirmidhi,1,159
JK000141,0273IbnMaja.Sunan,1,176
JK000159,1044IbnBurhanDinHalabi.SiraHalabiyya,1,201
JK000239,0388AbuSulaymanKhattabi.GharibHadith,1,84
JK000312,0840ShihabDinBusiri.MisbahZujaja,1,199
JK000367,0728IbnTaymiyya.IqtidaSirat,2,272
JK000415,0789IbnMuhammadKhuzaci.TakhrijDalalat,3,444
JK000533,0852IbnHajarCasqalani.IsabaFiTamyiz,2,267
JK000576,0335IbnKulaybShashi.Musnad,1,142
JK000630,0287IbnAbiCasim.Sunna,1,218
JK000778,0463IbnCabdBarr.IsticabFiMacrifatAshab,3,723
