id,book,alignments,ch_match
JK000015,0281IbnAbiDunya.MakarimAkhlaq,1,134
JK000110,0256Bukhari.Sahih,1,260
JK000523,0315IbnFaydGhassani.AkhbarWaHikayat,1,260
JK000533,0852IbnHajarCasqalani.IsabaFiTamyiz,11,1576
JK000785,0211CabdRazzaqSancani.Musannaf,2,270
JK000849,0458IbnSidaMursi.Mukhassas,1,119
JK000911,0630IbnAthirCizzDin.Kamil,1,198
JK000916,0571IbnCasakir.TarikhDimashq,12,2190
JK000919,0356AbuCaliQali.AmaliFiLugha,3,551
JK000927,0362AbuFarajIsbahani.Aghani,12,1883
JK000952,0562Samcani.Ansab,4,564
JK000975,0538JarAllahZamakhshari.MustaqsaFiAmthal,1,104
JK001099,0502IbnCaliTabriziShaybani.DiwanHamasa,4,484
JK001211,0488IbnFutuhHumaydi.TafsirGharib,1,195
JK001226,0744IbnCabdHadi.SarimMunki,1,265
JK001336,0850ShihabDinIbshihi.Mustatraf,1,85
JK003504,0249Azraqi.AkhbarMakka,20,3055
JK003609,0764Safadi.WafiBiWafayat,4,580
JK006800,0224QasimIbnSallam.Amwal,1,125
JK006801,0852IbnHajarCasqalani.MatalibCaliya,1,135
JK006838,0458Bayhaqi.DalailNubuwwa,2,377
JK006897,1206IbnCabdWahhab.Hadith,1,139
JK006907,0659SadrDinBasri.Hamasa,1,121
JK006908,0609AbuCabbasJarrawi.HamasaMaghribiyya,1,113
JK006919,0502RaghibIsbahani.MuhadaratUdaba,1,84
JK006922,0328AbuBakrIbnAnbari.ZahirFiMacani,1,115
JK007007,0197IbnWahbQurashi.JamicFiHadith,1,110
JK007016,0310IbnAhmadDulabi.KunaWaAsma,2,380
JK007040,0370AbuMansurAzhari.TahdhibLugha,18,3374
JK007059,0204IbnKalbi.Asnam,2,190
JK007065,0488IbnFutuhHumaydi.JamcBaynaSahihayn,1,249
JK007097,0842IbnNasirDinDimashqi.TawdihMushtabih,3,327
JK007128,0597IbnJawzi.KashfMushkil,3,356
JK007514,0001HatimTai.Diwan,1,121
JK007530,0037IbnMuqbil.Diwan,3,370
JK007553,0095CadiIbnRiqac.Diwan,1,88
JK007558,0105KuthayyirCazza.Diwan,2,294
JK009225,0487AbuCubaydBakri.SimtLaaliFiSharhAmali,2,247
JK009266,0800IbnCadilHanbali.LubabFiCulumKitab,2,188
JK009320,0429AbuMansurThacalibi.LubabAdab,2,155
JK009324,0449IbnBattalQurtubi.SharhSahihBukhari,2,239
JK009364,0255Jahiz.MahasinWaAddad,1,79
JK009365,1031BahaDinCamili.Kashkul,1,78
JK009370Vols,0597CimadDinKatibIsfahani.KharidatQasr,4,565
JK009390,1423CabbasAhmadSaqr.JamicAhadith,1,110
JK009408,0430AbuNucaymIsbahani.MacrifatSahaba,5,1052
JK010473,1102NurDinYusi.MuhadaratFiLugha,1,79
JK010552,0390IbnZakariyaNahrawani.JalisSalih,1,196
JK010637,0463IbnRashiqQayrawani.CumdaFiMahasinShicr,1,79
JK010640,0430AswadGhundijani.FarhatAdib,2,252
JK010664,0300IbnZakariyaHajari.Tacliqat,9,1352
JK010672,0425RaqiqQayrawani.QutbSurur,1,87
JK010724,0692IbnCisaBahaDinIrbili.TadhkiraFakhriyya,1,129
JK010731,0362SariRaffa.MuhibbWaMahbub,1,118
JK010732,0597IbnMubarakBaghdadi.MuntahaTalab,2,192
JK010743,0702IbnCabdRahmanCubaydi.TadhkiraSacdiyya,3,357
JK010765,0224QasimIbnSallam.Amthal,1,82
JK010766,1102NurDinYusi.ZahrAkam,1,182
JK011302,0251IbnZanjawayh.Amwal,1,322
JK011624,0348IbnSalmanNajjad.MusnadCumarIbnKhattab,1,149
Kraken210223142004,0420Musabbihi.AkhbarMisr,1,168
Kraken2106220218081,0322AbuHatimRazi.Zina,1,91
Kraken210622021812,0361AbuYacqubSijistani.Maqalid,1,196
Kraken210630005153,0749IbnFadlAllahCumari.MasalikAbsar,3,335
Kraken210901163531,0582IbnBarri.Tanbih,1,117
Kraken22021606122503,0843IbnKhatibNasiriyya.DurrMuntakhabFiTakmilatTarikhHalab,1,110
Kraken220218125253,0814IbnNahhas.MasharicAshwaq,1,173
Kraken220218125255,1283SafaDinBandaniji.JamicAnwar,1,173
Kraken22041319402001,0991Malibari.TuhfatMujahidin,1,140
Kraken230106005528,0944IbnCaliIbnDaybacShaybani.TaysirWusul,1,109
Kraken230110004547,0622IbnBadrDiyaDinMawsili.JamcBaynSahihayn,1,229
Masaha000955Vols,0393IbnHammadJawhari.SihahTajLugha,3,258
Masaha001838,0497IbnFarajIbnTallacQurtubi.AqdiyatRasul,1,164
Masaha001864Vols,0845Maqrizi.ImtacAsmac,19,3070
Masaha001922,0664IbnTawus.Tashrif,1,81
Masaha001946Vols,0893IbnAbiBakrHadari.BahjatMahafil,2,289
Masaha001961Vols,0966HusaynDiyarbakri.TarikhKhamis,8,1124
Masaha002028Vols,0581AbuQasimSuhayli.RawdUnuf,14,2143
Masaha002308Vols,0734IbnSayyidNas.CuyunAthar,10,1714
Masaha002349,0320IbnMuhammadBayhaqi.Mahasin,1,79
Masaha002880Vols,0722IbrahimIbnSacdDin.FaraidSamtayn,1,103
Masaha002964Vols,0384IbnCaliTanukhi.NishwarMuhadara,1,149
Masaha002979Vols,0538JarAllahZamakhshari.RabicAbrar,9,1098
Masaha003034,0400IbnJarirTabariSaghir.NawadirMucjizat,2,203
Masaha003492Vols,0538JarAllahZamakhshari.FaiqFiGharib,2,311
Masaha003682Vols,0573NashwanHimyari.ShamsCulum,3,452
Masaha003703Vols,0395IbnFarisQazwini.MucjamMaqayis,1,106
Masaha003709,0911Suyuti.AsmaBiqac,3,376
Masaha003955Vols,0699IbnCabdMalikMurjani.BahjatNufus,3,396
Masaha004129,0808IbnCimadDinShihabDinAqfahsi.AkhbarNilMisr,1,98
Masaha004217,0990QutbDinNahrawani.IclamBiAclam,3,353
Masaha004355,0311LaghdaIsfahani.BiladCarab,143,19041
Masaha004394,0300IbnRusta.AclaqNafisa,1,91
Masaha004518,0797IbnCaquli.CarfTib,1,257
Masaha004521,0322IbnTabataba.MuntaqilatTalibiyya,1,150
Masaha004524,0944IbnDaybac.NashrMahasin,9,1374
Masaha004561Vols,0283AbuIshaqThaqafi.Gharat,4,433
Masaha004678,0677JamalDinAhmadAlTawus.CaynCibra,1,86
Masaha004755,0986JamalDinIbnZahira.JamicLatif,1,114
Meshkat00042485,0950MuhyiDinShaykhZada.HashiyaCalaTafsirBaydawi,1,79
Rafed0000040Vols,1450JacfarSubhani.BuhuthFiMilalWaNihal,1,167
Rafed0000401,0212NasrIbnMuzahim.WaqcatSiffin,1,114
Rafed0000609Vols,1433BaqirSharifQurashi.HayatImamHasan,1,184
Rafed0001915,1396CaliHashimiKhatib.HusaynFiTariqihi,13,1640
