id,book,alignments,ch_match
ArabCommAph051688739,0750IbnQasimKilani.SharhFusulAbuqrat,2,195
ArabCommAph051688866Vols,0629CabdLatifBaghdadi.SharhFusulAbuqrat,5,647
ArabCommAph051689293Vols,0259HunaynIbnIshaq.TafsirJalinusLiFusulAbuqrat,65,13172
ArabCommAph051931955Vols,0470IbnAbiSadiqNisaburi.SharhFusulAbuqrat,4,440
ArabCommAph052065149,0642IbnMinfakh.RaddIctiradat,2,206
ArabCommAph052065228Vols,0687IbnNafis.SharhFusulAbuqrat,3,332
ArabCommAph052097758Vols,0893Manawi.TahqiqWusul,1,97
ArabCommAph052131329Vols,0410AbuSahlNili.TalkhisTafsirJalinus,4,470
ArabCommAph052131919Vols,0685IbnQuffKaraki.SharhFusulAbuqrat,5,627
ArabCommAph052132317Vols,0500Sinjari.TaysirWusul,2,247
ArabCommAph052132655Vols,0725CabdAllahSiwasi.CumdatFuhul,3,328
ArabCommAph052844770,0687PseudoIbnNafis.SharhFusulAbuqrat,2,189
ArabCommAph053356462,0601MusaIbnMaymun.SharhFusulAbuqrat,10,1160
GRAR000052,0259HunaynIbnIshaq.FusulAbuqrat,3,370
GRAR000078,0300IshaqRuhawi.AdabTabib,2,267
Shamela0010704,0313IbnZakariyyaRazi.HawiFiTibb,7,1139
