id,book,alignments,ch_match
IEDC0028,MS0044LondonKhalili.DOC26AR13,1,144
IEDC0029,MS0044LondonKhalili.DOC18AR27,1,172
IEDC0030,MS0044LondonKhalili.DOC43AR10,1,178
IEDC0033,MS0044LondonKhalili.DOC23AR6,1,133
IEDC0036,MS0044LondonKhalili.DOC15AR23,1,144
IEDC0040,MS0044LondonKhalili.DOC24AR31,1,145
IEDC0044,MS0044LondonKhalili.DOC20AR26,1,148
IEDC0045,MS0044LondonKhalili.DOC33AR32,1,190
IEDC0048,MS0044LondonKhalili.DOC34AR22,1,128
IEDC0051,MS0044LondonKhalili.DOC21AR25,1,138
IEDC0052,MS0044LondonKhalili.DOC31AR2,1,139
IEDC0053,MS0044LondonKhalili.DOC44AR17,1,128
IEDC0054,MS0044LondonKhalili.DOC32AR19,1,131
IEDC0055,MS0044LondonKhalili.DOC28AR4,1,165
