id,book,alignments,ch_match
AOCP20251104103Vols,0854IbnDiyaMakki.DiyaMacnawi,1,277
EScr20120309,0850ShihabDinIbshihi.TadhkiratCarifin,1,200
Hindawi081316951,1371ZakiMubarak.Tasawwuf,1,157
JK000001,0505Ghazali.IhyaCulumDin,1,379
JK000003,0597IbnJawzi.DhammHawa,2,353
JK000020,0444AbuCamrDani.SunanWarida,1,286
JK000021,0458Bayhaqi.ShucabIman,4,686
JK000022,0430AbuNucaymIsbahani.HilyatAwliya,1,279
JK000055,0181IbnMubarak.Zuhd,2,570
JK000063,0751IbnQayyimJawziyya.RawdatMuhibbin,1,153
JK000080,0656IbnCabdQawiMundhiri.TarghibWaTarhib,7,1919
JK000085,0243HannadIbnSari.Zuhd,1,116
JK000127,0795IbnRajabHanbali.TakhwifMinNar,2,522
JK000141,0273IbnMaja.Sunan,1,297
JK000201,1353IbnCabdRahimMubarakfuri.TuhfatAhwadhi,1,98
JK000216,1120IbnMuhammadBurhanDinDimashqi.BayanWaTacrif,2,414
JK000312,0840ShihabDinBusiri.MisbahZujaja,1,338
JK000381,0728IbnTaymiyya.MajmucFatawa,1,203
JK000429,0748Dhahabi.Kabair,2,472
JK000465,1255Shawkani.FathQadir,1,192
JK000467,0405HakimNaysaburi.Mustadrak,1,289
JK000474,0360Tabarani.MucjamKabir,2,420
JK000483,0282IbnAbiUsamaTamimi.BughyaBahith,27,12549
JK000637,0807NurDinHaythami.MajmacZawaid,3,603
JK000883,0360Tabarani.MucjamAwsat,1,296
JK000906,1270ShihabDinAlusi.RuhMacani,2,519
JK000916,0571IbnCasakir.TarikhDimashq,1,317
JK000999,0597IbnJawzi.BustanWacizin,1,169
JK001091,1255Shawkani.FawaidMajmuca,1,154
JK001297,0509IbnShahridarDaylami.Firdaws,3,506
JK001493,0292Yacqubi.Tarikh,1,246
JK001503,0463IbnCabdBarr.IstidhkarJamic,1,267
JK005004,0911Suyuti.LaaliMasnuca,24,12147
JK005005,0963IbnMuhammadIbnCiraqKanani.TanzihSharica,1,137
JK005007,0597IbnJawzi.Mawducat,1,267
JK005020,0507IbnQaysarani.DhakhiratHuffaz,1,123
JK006474,0327IbnAbiHatimRazi.Tafsir,1,111
JK006476,0489IbnMuhammadSamcani.TafsirQuran,1,120
JK006478,0606FakhrDinRazi.MafatihGhayb,1,119
JK006801,0852IbnHajarCasqalani.MatalibCaliya,32,6825
JK007006,1031CabdRaufMunawi.TaysirBiSharh,1,53
JK007044,1014MullaCaliQari.MirqatMafatih,1,98
JK007070,0974IbnHajarHaytami.Zawajir,9,2077
JK007082,0333IbnMarwanDinawari.MujalasaWaJawahirCilm,1,127
JK007084,0737IbnMuhammadIbnHajjFasi.Madkhal,1,216
JK008001,0975MuttaqiHindi.KanzCummal,7,1360
JK009137,0804IbnMulaqqin.BadrMunir,1,174
JK009172,0281IbnAbiDunya.SifatNar,2,498
JK009226,0499MurshidYahyaIbnShajari.Amali,2,167
JK009236,0894CabdRahmanSaffuri.NuzhatMajalis,4,809
JK009241,0911Suyuti.HawiLiFatawi,1,127
JK009251,1316IbnCumarBantaniJawi.TanqihQawl,1,283
JK009265,0774IbnKathir.NihayaFiFitan,1,355
JK009270,0885BurhanDinBiqaci.NazmDurar,1,178
JK009274,0911Suyuti.FathKabir,1,253
JK009313,0942IbnYusufShami.SubulHuda,1,294
JK009365,1031BahaDinCamili.Kashkul,2,272
JK009379,0911Suyuti.Habaik,1,140
JK009390,1423CabbasAhmadSaqr.JamicAhadith,8,1855
JK010729,0584IbnMunqidhShayzari.LubabAdab,1,192
JK011730,1156IbnMuhammadAbuSacidKhadimi.BariqaMahmudiyya,1,82
Kraken220413030905,0786IbnCabdRahmanJamalDinHubayshi.Baraka,1,203
Kraken220413030928,0852IbnHajarCasqalani.BadhlMacun,1,287
Kraken220413202218,0597IbnJawzi.MinhajQasidin,1,140
MMS00016,0852IbnHajarCasqalani.Badhl,2,323
Masaha000001Vols,0329IbnYacqubKulayni.UsulMinKafi,37,8066
Masaha000554Vols,1450NasirMakarimShirazi.AmthalFiTafsir,7,1020
Masaha000626,0381IbnBabawayhSaduq.SilsilatMutunFiqhiyya,1,220
Masaha001007BK2,1450MutamarImamRida.MustadrakMasail,2,412
Masaha001028,0573IbnHibatAllahQutbDinRawandi.SalwatHazin,3,519
Masaha001108Vols,0910IbnAbiJumhurAhsai.CawaliLaali,16,2774
Masaha001130Vols,0965ShahidThani.Istiqsa,2,304
Masaha001147,0965ShahidThani.MaqasidCaliyya,1,147
Masaha002028Vols,0581AbuQasimSuhayli.RawdUnuf,1,312
Masaha002876,0813RajabIbnMuhammadBursi.MashariqAnwar,1,173
Masaha003299,0657SharafDinMawsili.NacimMuqim,1,210
Masaha004394,0300IbnRusta.AclaqNafisa,1,99
Masaha004580,0500CabdWahidTamimiAmidi.GhurarHikam,1,230
Masaha004648Vols,0320IbnMascudCayyashi.Tafsir,6,1154
Masaha004651,0965ShahidThani.KashfRiba,4,1019
Masaha005108Vols,0329IbnCumarKashshi.Rijal,2,390
Meshkat00057178,0537NajmDinAbuHafsNasafi.TaysirFiTafsir,1,209
PV2024060601,1450MultipleAuthors.KutubArbaca,122,26725
