id,book,alignments,ch_match
Shamela0023596,0276IbnQutaybaDinawari.TawilMushkilQuran,1,113
Shamela0023644,0407IbnMuhammadKharkushi.SharafMustafa,1,135
Shia000812Vols,0298HadiIlaHaqqYahya.Ahkam,1,128
Shia001416,1098MuhammadTahirShiraziQummi.Arbacina,1,143
Zaydiyya0000002,1428MajdDinMuayyadi.JamicaMuhimma,1,96
Zaydiyya0000039,1351MuhammadMudacis.KashifAmin,1,121
Zaydiyya0000042,0656HumaydanQasimi.Majmuc,7,1923
Zaydiyya0000043,1029QasimIbnMuhammadImam.Irshad,6,2585
Zaydiyya0000044,0566MutawakkilAhmad.HaqaiqMacrifa,1,157
Zaydiyya0000075BK21,0246QasimRassi.ImamatCali,1,102
Zaydiyya0000076BK2,0298HadiIlaHaqqYahya.CadlWaTawhid,1,143
Zaydiyya0000076BK23,0298HadiIlaHaqqYahya.MacaniSunna,3,441
Zaydiyya0000076BK27,0298HadiIlaHaqqYahya.JawabMasailTabari,1,113
Zaydiyya0000076BK6,0298HadiIlaHaqqYahya.RaddCalaAhlZaygh,2,271
Zaydiyya0000079BK1,1029QasimIbnMuhammadImam.JawabMukhtar,2,381
Zaydiyya0000080,1431BadrDinHuthi.TahrirAfkar,2,327
Zaydiyya0000083,1407CaliIbnMuhammadCujri.AnzarSadida,1,168
Zaydiyya0000091,0822HadiIbnWazir.HidayatRaghibin,18,8852
Zaydiyya0000098,1428MajdDinMuayyadi.LawamicAnwar,1,102
Zaydiyya0000132,1428MajdDinMuayyadi.MajmacFawaid,6,848
Zaydiyya0000176,1097CaliIbnSalahIbnCaliTabari.Kafil,1,97
Zaydiyya0000209,1450CabdSalamWajih.AclamMuallifinZaydiyya,1,104
Zaydiyya0000219,0316MuhammadMurtada.Fiqh,4,611
Zaydiyya0000259,0667CabdAllahIbnZaydCanasi.Irshad,1,179
Zaydiyya0000288,1450Anonymous.AnwarYaqin,4,791
Zaydiyya0000295Vols,1062CabdAllahSharafi.MasabihSatica,3,925
Zaydiyya0000328,1068IbnCaliFuwati.BadrMunir,2,276
Zaydiyya0000367,1450KazimZaydi.MajmucRasailKazim,1,389
Zaydiyya0000381,0719IbnHanash.YaqutatGhiyasa,1,169
Zaydiyya0000398,1190IbnQasimShuhari.BulughArab,1,123
