id,book,alignments,ch_match
JK000018,0281IbnAbiDunya.HusnZannBiLlah,1,111
JK000021,0458Bayhaqi.ShucabIman,1,126
JK000110,0256Bukhari.Sahih,1,561
JK000141,0273IbnMaja.Sunan,1,102
JK000159,1044IbnBurhanDinHalabi.SiraHalabiyya,1,120
JK000166,0852IbnHajarCasqalani.FathBari,2,235
JK000337,0620IbnQudamaMaqdisi.IthbatSifatCuluww,1,193
JK000365,0728IbnTaymiyya.MinhajSunna,1,221
JK000467,0405HakimNaysaburi.Mustadrak,1,304
JK000474,0360Tabarani.MucjamKabir,1,232
JK000483,0282IbnAbiUsamaTamimi.BughyaBahith,2,679
JK000484,0458Bayhaqi.SunanKubra,1,263
JK000486,0249CabdIbnHamid.MuntakhabMinMusnad,2,633
JK000624,0414AbuQasimRazi.Fawaid,2,601
JK000637,0807NurDinHaythami.MajmacZawaid,4,563
JK000654,0281IbnAbiDunya.QadaHawaij,1,165
JK000698,0458Bayhaqi.Ictiqad,1,264
JK000724,0294IbnNasrMarwazi.TaczimQadrSalat,1,106
JK000764,0418HibatAllahLalikai.SharhUsulIctiqad,1,190
JK000776,0463KhatibBaghdadi.MuwaddihAwham,1,193
JK000786,0235IbnAbiShayba.Musannaf,2,478
JK000806BK1,0775IbnAbiWafa.JawahirMudiya,1,204
JK000906,1270ShihabDinAlusi.RuhMacani,1,112
JK000916,0571IbnCasakir.TarikhDimashq,7,1579
JK000917,0543IbnCarabiIshbili.AhkamQuran,1,229
JK001288,0458Bayhaqi.ZuhdKabir,1,113
JK001295,0911Suyuti.Itqan,1,119
JK001297,0509IbnShahridarDaylami.Firdaws,1,202
JK001324,0974IbnHajarHaytami.SawaciqMuhriqa,1,156
JK001487,0387IbnBattaCukbari.IbanaCanSharica,1,192
JK005020,0507IbnQaysarani.DhakhiratHuffaz,1,209
JK006801,0852IbnHajarCasqalani.MatalibCaliya,1,247
JK007045,0741KhatibTabrizi.MishkatMasabih,2,302
JK007049,0235IbnAbiShayba.Musnad,2,568
JK008001,0975MuttaqiHindi.KanzCummal,3,627
JK009158,0360AbuBakrAjurri.Sharica,2,200
JK009313,0942IbnYusufShami.SubulHuda,1,176
JK009336,0606IbnAthirMajdDin.JamicUsul,1,453
JK009390,1423CabbasAhmadSaqr.JamicAhadith,5,986
JK010194,0911Suyuti.RawdAniqFiFadlSiddiq,1,230
Masaha003955Vols,0699IbnCabdMalikMurjani.BahjatNufus,1,91
Masaha004231Vols,0885IbnFahd.DurrKamin,1,263
Rafed0000609Vols,1433BaqirSharifQurashi.HayatImamHasan,1,56
Sham19Y0006603,0739CalaDinIbnBalban.TuhfatSadiq,2,586
Sham19Y0013252,0804IbnMulaqqin.Tawdih,2,576
Sham19Y0013605,0786ShamsDinKirmani.Kawakib,1,419
Sham19Y0016584,0893IbnIsmacilShihabDinKurani.KawtharJari,1,440
Sham19Y0016618,1188ShamsDinSaffarini.LawaihAnwar,1,115
Sham19Y0018103,0831ShamsDinBirmawi.Lamic,1,561
Sham19Y0018106,0926ZakariyyaAnsari.MinhatBari,1,561
Sham19Y0018176,0911Suyuti.Tawshih,1,537
Sham19Y0020638,0581IbnKharratIshbili.JamcBaynSahihayn,1,181
Sham19Y0038171,1205MurtadaZabidi.TakhrijAhadithIhyaCulumDin,1,146
Sham19Y0122257,0743SharafDinTibi.SharhMishkat,2,199
Sham19Y0127677,0911Suyuti.JamicKabir,3,647
Sham19Y0132403,0789IbnMuhibbSamit.SifatRabbCalamin,2,288
Sham19Y0145212,1052CabdHaqqDihlawi.LumcatTanqih,2,256
Sham19Y0146127,0748Dhahabi.Muhadhdhab,2,248
ShamAY0032857,0744IbnCabdHadi.FadailSahaba,2,408
ShamAY0033606,0388AbuSulaymanKhattabi.GhunyaCanKalam,1,175
ShamAY0033734,0325RaqqamBasri.CafwWaIctidhar,1,277
ShamAY0033885,0507IbnQaysarani.HujjaCalaTarikMahajja,1,113
ShamAY0033926,0807NurDinHaythami.BughyatBahith,3,675
ShamAY0035035,1205MurtadaZabidi.IthafSada,1,230
ShamAY0035884,0230IbnSacd.TabaqatKubra,2,486
ShamAY0038638,0311IbnBajirBajiri.JamicMusnad,2,495
Shamela0001438,1450DarIftaMisriyya.JamicAhadith,3,634
Shamela0001440Vols,0279IbnAbiKhaythama.TarikhKabir,1,118
Shamela0001453,0430CabdMalikIbnBishranUmawi.Amali,2,636
Shamela0001524,0845Maqrizi.ImtacAsmac,1,102
Shamela0003118,0711IbnManzurIfriqi.MukhtasarTarikhDimashq,5,979
Shamela0004445,0774IbnKathir.Bidaya,1,104
Shamela0005756,0855BadrDinCayni.CumdatQari,2,563
Shamela0006022,0281IbnAbiDunya.IstinacMacruf,1,303
Shamela0006617,1111CabdMalikCasimi.SamtNujum,1,124
Shamela0007435,0623AbuQasimRafici.Tadwin,1,165
Shamela0008206,0387IbnBattaCukbari.IbanaKubra,2,311
Shamela0008353,1188ShamsDinSaffarini.LawamicAnwar,1,109
Shamela0008473,0774IbnKathir.TafsirQuran,2,570
Shamela0008657,0694MuhibbDinTabari.RiyadNadira,2,411
Shamela0009107BK2,0399AbuBakrBaqqal.MuntaqaMukhallisiyyat,1,255
Shamela0009564,0390IbnAkhiMimiDaqqaq.Fawaid,2,372
Shamela0009567,0807NurDinHaythami.GhayatMaqsad,4,785
Shamela0009773,0279Baladhuri.AnsabAshraf,2,420
Shamela0010906,0748Dhahabi.SiyarAclamNubala,3,912
Shamela0011997,0911Suyuti.TarikhKhulafa,1,163
Shamela0012062,0909IbnMabrid.MahdSawab,1,450
Shamela0012220,0852IbnHajarCasqalani.ItrafMusnadMuctali,1,123
Shamela0012579,0365IbnCadiJurjani.KamilFiDucafa,1,328
Shamela0012884,0911Suyuti.DurrManthur,1,216
Shamela0012981,0292AbuBakrBazzar.BahrZakhkhar,1,182
Shamela0021715,0923AhmadQastallani.IrshadSari,3,1071
Shamela0021765,0840ShihabDinBusiri.IthafKhayra,3,678
Shamela0021809,0774IbnKathir.JamicMasanid,4,1111
Shamela0023578,0427AbuIshaqThaclabi.KashfWaBayan,1,100
Shamela0023789,0328IbnCabdRabbih.CiqdFarid,1,96
Shamela0025794,0241IbnHanbal.Musnad,4,924
Shamela0026731,0816AbuBakrMaraghi.Mashyakha,1,275
Shamela0026862,0541IbnAhmadShaykhShuyukhSufi.Juz,2,767
Shamela0026921,0362IbnMuhammadMuzakki.Muzakkiyyat,1,192
Shamela0030305,0219IbnMuslimBasri.Ahadith,1,221
Shamela0035100,0748Dhahabi.TarikhIslam,4,1072
Shamela0036446,1094IbnSulaymanRudani.JamcFawaid,2,223
Shamela0037325,1450Maghrawi.MawsucatMawaqifSalaf,1,105
Shia002069Vols,0360Tabarani.MusnadShamiyyin,2,522
Shia004456Vols,1450Milani.NafahatAzhar,1,261
Tafsir09084,1450MuhammadCaliSabuni.MukhtasarTafsirIbnKathir,1,464
