id,book,alignments,ch_match
EShia0071536,0363QadiNucman.TawilDacaim,1,137
EShia0071807,1107QadiSacidQummi.SharhTawhidSaduq,2,341
EShia0086596,0363QadiNucman.ManaqibWaMathalib,3,317
Hindawi95926405Vols,0375IkhwanSafa.Rasail,3,456
JK000001,0505Ghazali.IhyaCulumDin,12,2276
JK000007,0761JamalDinIbnHisham.SharhQatrNada,1,80
JK000021,0458Bayhaqi.ShucabIman,82,15388
JK000022,0430AbuNucaymIsbahani.HilyatAwliya,18,3245
JK000024,0458Bayhaqi.FadailAwqat,9,2336
JK000028,0728IbnTaymiyya.Istiqama,4,589
JK000030,0581IbnKharratIshbili.CaqibaFiDhikrMawt,13,2316
JK000034,0795IbnRajabHanbali.SharhHadithLabbayka,1,243
JK000055,0181IbnMubarak.Zuhd,7,1066
JK000076,1307Qannawji.Yaqza,14,2068
JK000077,0728IbnTaymiyya.ZuhdWaWarac,1,175
JK000079,0728IbnTaymiyya.AmradQulub,2,265
JK000083,0751IbnQayyimJawziyya.HadiArwah,9,2055
JK000098,1327AhmadIbrahimCisa.TawdihMaqasid,26,6587
JK000099,0751IbnQayyimJawziyya.Salat,14,2854
JK000101,0751IbnQayyimJawziyya.SawaciqMursala,31,5650
JK000110,0256Bukhari.Sahih,386,92583
JK000130,0303Nasai.SunanSughra,120,25171
JK000134,0852IbnHajarCasqalani.TahdhibTahdhib,21,4360
JK000170,1252IbnCabidinDimashqi.RaddMuhtar,19,2665
JK000187,1250Shawkani.QawlMufid,17,3470
JK000195,0851IbnQadiShuhba.TabaqatShaficiyya,1,139
JK000196,1118CabdHamidShirwani.Hawashi,8,1574
JK000201,1353IbnCabdRahimMubarakfuri.TuhfatAhwadhi,163,30798
JK000206,0665AbuShama.MukhtasarMuammal,1,122
JK000208,1221IbnMuhammadBujayrimiMisri.TajridLiNafcCabid,5,702
JK000213,0526IbnAbiYacla.TabaqatHanabila,4,498
JK000216,1120IbnMuhammadBurhanDinDimashqi.BayanWaTacrif,26,4805
JK000221,0597IbnJawzi.TahqiqFiAhadithKhilaf,84,14675
