id,book,alignments,ch_match
AOCP2023090616,0420IbnCabdAllahKhatibIskafi.LutfTadbir,1,180
Hindawi013957902,1378CabdWahhabCazzam.Awabid,1,124
Hindawi015792571,1376IbrahimZaydan.NawadirUdaba,1,68
Hindawi017160604,1375AhmadFaridRifaci.CasrMamun,3,322
Hindawi017291520,1368CaliJarim.KhatimatMataf,1,80
Hindawi019631595,1381MarunCabbud.KristufKulumb,1,83
Hindawi025936081,1378KhalilMardam.IbnMuqaffac,1,122
Hindawi029620591,1379MuhammadAscadTalas.TarikhUmmaCasrRashidun,1,175
Hindawi030536269,1373AhmadAmin.DuhaIslam,1,85
Hindawi030807493,1450MuhammadCatif.AdabiyyatLughaCarabiyya,1,76
Hindawi048171614,1418AminSalama.MaraFiMizan,1,116
Hindawi050926304,1372KurdCali.RasailBulagha,1,122
Hindawi059616186Vols,1373AhmadAmin.FaydKhatir,1,88
Hindawi071316295,1369FarajSulaymanFuad.ShuhadaCilmWaGhurba,1,80
Hindawi081316951,1371ZakiMubarak.Tasawwuf,2,263
Hindawi082959503,1363CabdRahmanBarquqi.SharhDiwanMutanabbi,2,200
JK000001,0505Ghazali.IhyaCulumDin,1,87
JK000021,0458Bayhaqi.ShucabIman,2,172
JK000049,0281IbnAbiDunya.Hilm,1,85
JK000082,0751IbnQayyimJawziyya.MiftahDarSacada,1,155
JK000179,1310BakriDimyati.HashiyaIcanaTalibin,1,84
JK000298,1031CabdRaufMunawi.FaydQadir,2,191
JK000393,0597CimadDinKatibIsfahani.BarqShami,1,124
JK000430,0620IbnQudamaMaqdisi.Tawwabin,1,190
JK000480,0454Qudaci.MusnadShihab,1,85
JK000532,0748Dhahabi.TadhkiratHuffaz,1,76
JK000583,1162IbnMuammadAbuFidaCajluni.KashfKhafa,1,88
JK000637,0807NurDinHaythami.MajmacZawaid,1,73
JK000761,0463KhatibBaghdadi.JamicLiAkhlaqRawiWaAdabSamic,1,111
JK000883,0360Tabarani.MucjamAwsat,1,88
JK000916,0571IbnCasakir.TarikhDimashq,12,1910
JK000919BK1,0356AbuCaliQali.AmaliFiLugha,3,802
JK000927,0362AbuFarajIsbahani.Aghani,6,823
JK000974,0487AbuCubaydBakri.FaslMaqal,1,88
JK001021,0786IbnCabdRahmanJamalDinHubayshi.NashrTayy,1,86
JK001160,0902Sakhawi.MaqasidHasana,1,82
JK001189,0590IbnNasrJalalDinShayzari.ManhajMasluk,2,278
JK001210,0597IbnJawzi.Mudhish,1,77
JK001238,0450AbuHasanMawardi.DurarSuluk,1,99
JK001269,0450AbuHasanMawardi.TashilNazar,1,99
JK001310,0630IbnCaliShaficiQalci.TahdhibRiyasa,1,172
JK001324,0974IbnHajarHaytami.SawaciqMuhriqa,1,207
JK001336,0850ShihabDinIbshihi.Mustatraf,12,1883
JK001412,0896IbnCaliIbnAzraqGharnati.BadaicSilk,2,442
JK001477,0963CabdRahmanAbuFathCabbasi.MacahidTansis,3,367
JK003609,0764Safadi.WafiBiWafayat,5,764
JK006900,0542IbnBassamShantarini.Dhakhira,1,124
