id,book,alignments,ch_match
BibleCorpus001,1313CorneliusVanDyck.CahdQadimWaJadid,122,22014
Hindawi013961474,1443SayyidQimni.NabiIbrahim,11,2458
Hindawi014685395,1383CabbasMahmudCaqqad.JuhaDahikMudhik,1,384
Hindawi014758020,1350MuhammadTawfiqBakri.FuhulBalagha,1,117
Hindawi017138379,1450CatiyatAbuSucud.AmalWaYutubiya,1,137
Hindawi017291520,1368CaliJarim.KhatimatMataf,1,113
Hindawi018502737,1383CabbasMahmudCaqqad.Iblis,2,305
Hindawi019720463,1450FirasSawwah.AlghazInjil,2,243
Hindawi026204847,1442NawalSacdawi.KasrHudud,4,507
Hindawi026319263,1443SayyidQimni.RabbThawra,1,459
Hindawi028570502Vols,1381SalimHasan.MawsucatMisrQadima,69,20052
Hindawi030850472,1450FirasSawwah.LughzCishtar,4,505
Hindawi036246035,1450FirasSawwah.RahmanWaShaytan,8,1288
Hindawi039418519,1383CabbasMahmudCaqqad.MatlacNur,1,113
Hindawi041635814,1443SayyidQimni.RabbZaman,14,2543
Hindawi046486938,1381MarunCabbud.SubulWaManahij,1,111
Hindawi048171614,1418AminSalama.MaraFiMizan,1,372
Hindawi048683693,1375MuhammadMabrukNafic.MaQablIslam,1,169
Hindawi049164181,1443SayyidQimni.UsturaWaTurath,10,1601
Hindawi060292585,1363CabdRahmanBarquqi.HadaratCarabFiAndalus,1,116
Hindawi062413635,1381IsmacilMazhar.QissatTufan,2,210
Hindawi062929285,1450FirasSawwah.AramDimashqWaIsrail,46,8121
Hindawi063527131,1443MuhammadCinani.AdabWaHayat,1,96
Hindawi070638427,1383CabbasMahmudCaqqad.Allah,2,211
Hindawi072836250,1378CabdWahhabCazzam.MahdCarab,1,265
Hindawi073626284,1443SayyidQimni.QissatKhalq,7,1119
Hindawi079158682,1450FahmiSacidShaykhu.Jinusayid,1,82
Hindawi080618203,1359IbrahimAswad.DhakhairLubnan,1,141
Hindawi080681963,1442NawalSacdawi.Zina,9,1634
Hindawi081859390,1450FirasSawwah.MughamaratCaqlUla,7,1299
Hindawi082959503,1363CabdRahmanBarquqi.SharhDiwanMutanabbi,1,156
Hindawi084290462,1381SalimHasan.AqsamMisrFircawni,2,232
Hindawi084602738,1450FirasSawwah.AllahKawnInsan,8,1662
Hindawi091480429,1340NaccumShuqayr.TarikhSinaWaCarab,5,729
Hindawi091929150,1383CabbasMahmudCaqqad.IbrahimAbuAnbiya,8,1187
Hindawi092597516,1443SayyidQimni.Israiliyyat,68,15080
Hindawi093849638,1383CabbasMahmudCaqqad.TafkirFaridaIslamiyya,1,100
Hindawi093949194,1450MahirBattuti.AlfLaylaWaLaylaFiAdab,1,128
Hindawi096081727,1389CisamDinHifniNasif.YahudiyyaFiCaqidaWaTarikh,10,1388
Hindawi096279749,1352TadrusWahbi.CunwanTawfiq,9,2243
JK000124,0606IbnAthirMajdDin.NihayaFiGharib,2,159
JK000458,0982IbnMuhammadAbuSucud.IrshadCaqlSalim,1,157
JK000791,0597IbnJawzi.ZadMasir,2,423
JK000849,0458IbnSidaMursi.Mukhassas,1,154
JK000882,0518IbnMuhammadMaydaniNaysaburi.MajmacAmthal,1,310
JK000916,0571IbnCasakir.TarikhDimashq,1,319
JK000927,0362AbuFarajIsbahani.Aghani,4,533
JK000930,0170KhalilFarahidi.Cayn,1,146
JK001414,0728IbnTaymiyya.FatawaKubra,1,326
JK001420,0616MuhibbDinCukbari.TibyanFiIcrabQuran,1,199
