ms1,b1,e1,id2,ms2,b2,e2,ch_match,matches_percent
4,39,281,Sham19Y0020990,723,1211,1460,195,96
4,281,614,Sham19Y0020990,724,8,342,263,98
8,1103,1472,Rafed0002654Vols,13516,451,811,170,46
8,1103,1472,Shia003636Vols,300,1207,1547,171,49
10,138,579,Shamela0009059BK2,6779,1,330,243,68
10,54,277,Shamela0009059BK3,2044,1276,1499,179,100
10,277,549,Shamela0009059BK3,2045,1,267,208,91
10,22,829,Shamela0021723,311,719,1560,624,89
10,829,1187,Shamela0021723,312,1,347,285,96
10,54,579,JK000196,6775,382,779,289,68
13,849,1285,Shamela0035100,10420,433,1184,296,45
13,849,1314,JK003609,2073,402,850,324,76
19,378,533,Shia002616Vols,5322,1337,1490,113,85
20,784,919,Shia002616Vols,5327,379,533,94,68
21,386,594,Shamela0000482,643,1164,1313,96,59
24,691,1279,ShamAY0036757,279,997,1454,309,65
24,1279,1472,ShamAY0036757,280,1,191,151,98
28,696,911,Shamela0011428,1357,830,1050,149,82
28,696,911,JK000110,1411,1032,1254,159,91
28,696,947,Shamela0023628,2988,515,891,115,39
28,696,911,Sham19Y0018103,3233,51,273,159,91
28,696,911,Shamela0021743,1730,486,712,154,86
28,696,829,Sham19Y0013572,1032,1326,1464,99,92
28,696,911,Sham19Y0018176,1954,1107,1329,159,91
28,735,911,Shamela0037837,446,1,184,128,89
28,696,911,JK007065,966,716,943,159,89
28,696,947,Shamela0023645,326,855,1151,129,54
28,696,911,Sham19Y0006684,1771,893,1118,152,86
28,696,911,Sham19Y0016584,3609,671,893,159,91
28,696,947,Sham19Y0014404,1277,749,1051,134,55
28,696,911,Sham19Y0018106,3346,567,789,159,91
28,696,911,Shamela0021715,8175,432,654,159,91
28,696,911,Sham19Y0013605,3855,324,953,159,32
28,696,911,Shamela0005756,12642,946,1165,157,89
28,696,911,Sham19Y0020638,749,139,637,93,21
28,696,947,Shamela0021654,326,530,725,88,43
28,696,911,Shamela0025800,3421,334,557,154,85
28,696,947,Shia003732Vols,5285,313,610,131,54
28,696,911,Sham19Y0013252,7828,1214,1436,159,91
28,696,911,Sham19Y0020868,529,285,507,158,90
28,696,911,JK009324,2459,326,541,164,97
28,696,911,Sham19Y0016946,624,968,1190,158,90
30,39,206,Shia001782Vols,3576,164,329,105,80
33,501,958,Rafed0003902Vols,3780,584,830,110,29
34,1234,1510,Sham19Y0014075,194,240,477,177,81
34,286,462,JK009365,341,1229,1384,116,84
34,276,462,Shamela0025791,146,672,1265,133,28
34,286,462,Shamela0006051,14,833,1021,125,77
34,286,462,JK000028,134,43,208,126,91
34,1289,1510,ShamAY0033793,293,464,698,156,85
34,1284,1459,Sham19Y0014592,766,534,713,131,91
34,1289,1510,JK000916,1787,79,301,166,95
34,1289,1510,ShamAY0033794,8,696,919,152,87
40,294,533,Shamela0037458,3366,1249,1479,167,83
40,533,781,Shamela0037458,3367,1,216,156,79
40,464,716,Rafed0002905Vols,6569,1,166,127,63
40,294,842,Shia002616Vols,5011,340,904,395,86
40,373,791,Sham19Y0023618,1426,293,577,188,55
40,373,791,ShamAY0034066,1109,394,672,187,54
45,779,1173,Shia001432Vols,6164,16,492,265,61
45,1196,1481,Shia002616Vols,2680,809,1505,201,36
46,618,824,Shamela0037458,2341,573,877,149,61
46,618,747,ShamAY0034054,2236,1439,1599,99,78
46,618,824,Shamela0023623,2321,1168,1455,149,65
46,618,819,JK009396,821,653,956,124,49
46,618,854,Shia002616Vols,3717,294,609,179,71
51,798,955,JK006476,698,1152,1309,123,100
51,798,972,Shamela0095590,2167,810,984,137,100
51,854,972,JK009266,4933,1,119,94,100
51,359,695,JK010754,494,740,949,167,62
51,798,972,Shamela0023628,1873,970,1144,137,100
51,798,942,Shamela0037458,1829,1409,1553,112,100
51,798,976,Shamela0007798,5008,209,614,140,43
51,798,972,Shamela0023623,1839,190,364,137,100
51,798,972,Sham19Y0023608,1894,987,1161,137,100
51,798,976,Sham19Y0023608,1896,811,1254,135,38
51,798,972,ShamAY0034050,481,1177,1351,137,100
51,821,972,Zaydiyya0000062,798,1,151,119,99
51,798,972,Rafed0002905Vols,4067,1044,1218,137,100
51,798,972,Rafed0002905Vols,4068,312,486,137,100
51,798,976,Shamela0021821,826,1013,1191,140,100
51,798,972,Shamela0023591,3929,1313,1487,137,100
51,798,972,Shamela0023591,3931,820,994,137,100
51,798,972,Shamela0029743,454,923,1097,137,100
51,798,972,Sham19Y0020891,2791,955,1129,137,100
51,798,972,Shamela0004473,3789,247,421,137,100
51,788,976,Shamela0004473,12794,214,402,148,100
51,798,976,JK000791,1041,265,443,140,100
51,798,1011,Shamela0000041,1246,300,514,152,87
51,792,972,Shia004552Vols,410,1128,1320,142,93
51,798,972,Shamela0004445,145,679,852,137,99
51,798,976,Shamela0004445,159,844,1022,140,100
51,798,982,JK007018,301,1195,1378,143,96
