ms1,b1,e1,id2,ms2,b2,e2,ch_match,matches_percent
6,1288,1635,Noorlib0031306,70,1273,1407,101,35
7,0,295,Shamela0012318,71,1329,1510,135,55
7,466,1184,Shamela0012318,72,0,394,294,50
8,483,727,Noorlib0031306,70,1016,1255,170,84
8,46,400,Noorlib0031306,71,140,444,184,55
8,427,756,Kraken21040818,16,1075,1452,230,72
15,34,182,Hindawi080404260,105,534,774,94,48
39,982,1529,JK010344,86,955,1419,282,57
39,982,1284,Rafed0002267,65,1256,1544,199,77
40,8,123,JK010344,87,0,116,87,95
40,162,466,Hindawi051419736,62,147,465,191,68
40,162,466,Shamela0011787,59,395,710,194,69
46,368,713,Shamela0012318,174,1185,1518,245,79
47,494,1085,Shamela0012318,175,35,829,301,40
58,958,1194,AOCP20251104091Vols,197,971,1192,171,86
58,1196,1593,AOCP20251104091Vols,198,362,733,293,89
58,77,655,Shamela0012318,145,820,1359,352,69
63,643,787,ShamAY0035232,9,1022,1263,82,41
