ms1,b1,e1,id2,ms2,b2,e2,ch_match,matches_percent
1,743,1065,Shamela0003259,15,565,944,155,38
1,447,743,Zaydiyya0000176,30,1358,1581,137,55
1,386,743,Shia003961Vols,55,320,693,281,91
1,427,743,Shamela0023596,104,951,1229,156,51
1,396,743,Shia002356Vols,7,1008,1345,191,63
1,467,668,Shamela0038011,471,1,185,142,84
1,1361,1618,Sham19Y0013231,85,460,629,137,65
1,396,743,Rafed0001713Vols,22,773,1197,169,45
1,374,512,JK001123,2,1553,1691,112,98
1,743,1219,JK001123,3,483,1594,296,32
1,512,738,JK001123,3,1,231,173,92
1,1291,1638,JK001123,4,852,1191,245,80
1,990,1137,Shia002379,69,1011,1142,104,87
1,1291,1638,Shia002379,145,429,664,149,50
1,423,743,Shia002379,233,10,334,249,94
2,35,189,Shamela0001687,4798,1273,1526,94,45
2,6,196,Sham19Y0147312,55,453,755,110,41
2,411,676,Shamela0003259,16,266,1003,132,20
2,1,200,Shia003961Vols,455,319,475,116,69
2,982,1154,Shia003961Vols,850,832,996,131,93
2,1,339,JK001123,4,1191,1555,223,71
2,386,604,JK001123,5,1035,1252,169,89
2,741,982,JK001123,9,120,1030,177,24
2,973,1322,JK001123,10,1031,1540,209,48
2,1329,1522,JK001123,11,1262,1439,131,83
2,982,1154,Shia002379,231,993,1149,123,88
3,59,256,Shia003961Vols,1384,976,1174,148,89
3,261,797,Shamela0001417,312,239,665,129,20
3,63,261,Shamela0001417,901,303,505,154,90
3,832,1014,JK001123,3,918,1114,142,89
3,63,348,JK001123,13,398,1516,224,24
3,1112,1439,JK001123,17,54,920,203,29
3,809,1014,Shia002379,16,641,850,149,84
3,63,256,Shia002379,191,1124,1320,149,91
4,1378,1635,JK006478,848,532,1039,166,36
4,1373,1507,Sham19Y0014404,936,396,859,72,17
4,467,669,Shamela0003259,19,1099,1368,89,35
4,1463,1635,Shamela0003259,108,1430,1612,147,93
4,1283,1458,Shamela0000922,60,23,469,107,29
4,1378,1635,Shia003961Vols,920,918,1517,195,38
4,1296,1421,JK009268,359,772,1274,63,15
4,1341,1635,Shamela0001417,708,446,740,228,88
4,412,548,JK001123,18,1444,1609,78,52
4,548,836,JK001123,19,58,405,199,67
4,1042,1341,JK001123,20,966,1529,216,46
4,1341,1458,JK001123,21,273,385,86,92
4,1463,1635,JK001123,98,1288,1460,147,99
4,1341,1635,Shia002379,20,347,652,218,82
4,689,842,Shia002379,139,967,1082,80,65
4,503,1015,Shia002379,208,446,809,158,36
5,1117,1228,JK007081,577,674,767,71,82
5,696,1209,Shamela0003259,21,481,920,110,27
5,383,583,Shamela0000922,1297,576,772,145,83
5,259,583,Shia003961Vols,1666,109,438,227,78
5,1241,1412,Shamela0001417,312,718,877,125,85
5,1114,1511,JK001123,22,836,1462,286,54
5,377,583,JK001123,139,493,687,149,84
5,1236,1424,Shia002379,11,1261,1448,151,96
5,203,568,Shia002379,194,1233,1583,250,81
6,337,438,JK000124,1417,207,380,64,48
6,177,367,Shamela0022593,93,301,538,118,57
6,157,482,Tafsir01005,303,515,1101,234,48
6,215,367,Tafsir02091,60,145,368,103,57
6,903,1057,Shia003961Vols,1212,1350,1507,105,78
6,215,438,Sham19Y0017879,342,1176,1482,105,41
6,215,367,ShamAY0033108,53,528,750,103,58
6,183,367,Shamela0000041,89,731,1098,109,35
6,177,478,Shamela0001417,297,276,517,188,77
6,309,438,Sham19Y0016782,811,471,765,85,36
6,61,569,JK001123,23,189,771,400,83
6,731,1185,JK001123,24,791,1254,266,62
6,1203,1546,JK001123,25,1017,1322,225,76
6,863,1057,JK001123,55,1063,1263,151,95
6,215,438,Shamela0005644,310,989,1323,102,31
6,863,1063,Shia002379,160,1187,1385,132,77
7,1223,1448,Shia003757,147,193,435,148,68
7,1223,1624,Shia003961Vols,64,1082,1322,186,56
7,1289,1635,Sham19Y0017350,331,646,1009,260,85
7,1293,1624,Shamela0001417,312,1130,1412,194,70
7,1289,1624,Sham19Y0013769,529,916,1262,252,85
7,219,689,JK001123,26,1,1353,320,28
7,689,900,JK001123,27,47,223,144,82
7,914,1351,JK001123,27,549,1593,338,38
7,689,900,Shia002379,56,1364,1545,142,82
7,1227,1624,Shia002379,197,1297,1544,189,58
8,423,610,Shia003961Vols,1615,51,228,130,81
8,633,904,Sham19Y0017879,479,1244,1385,104,47
8,1147,1577,Sham19Y0017350,61,947,1405,288,75
8,485,610,Sham19Y0013252,1844,948,1154,96,55
8,1180,1577,JK000001,572,12,343,212,63
8,79,610,Shamela0001417,505,931,1187,175,41
8,1152,1564,Sham19Y0013769,141,1138,1565,234,62
8,57,317,JK001123,28,431,1034,203,41
8,1152,1577,JK001123,28,1214,1583,262,76
8,423,911,JK001123,29,163,880,350,58
8,423,610,Shia002379,175,1342,1531,131,80
