ms1,b1,e1,id2,ms2,b2,e2,ch_match,matches_percent
1,179,306,ArabCommAph052132317Vols,3,533,660,100,99
1,95,360,ArabCommAph051931955Vols,2,1241,1499,178,84
1,4,291,GRAR000052,1,37,291,178,76
1,639,816,ArabCommAph052131919Vols,9,1197,1372,121,81
1,97,302,ArabCommAph052131919Vols,14,402,542,113,68
1,30,306,ArabCommAph051688866Vols,12,659,904,189,84
1,97,291,ArabCommAph053356462,5,984,1178,157,100
1,30,302,ArabCommAph052844770,1,889,1132,193,86
1,95,302,ArabCommAph051688739,2,786,993,168,100
1,97,302,ArabCommAph052065228Vols,1,403,608,167,100
1,30,739,ArabCommAph052131329Vols,1,1031,1396,265,45
1,4,302,ArabCommAph052132655Vols,1,1052,1305,186,75
1,30,302,ArabCommAph052065149,1,1274,1434,129,58
1,179,291,ArabCommAph052065977,2,22,134,87,99
2,174,286,GRAR000052,1,179,291,88,100
2,174,286,ArabCommAph052131919Vols,14,422,531,86,97
2,174,286,ArabCommAph053356462,5,1066,1178,88,100
2,174,286,ArabCommAph052844770,1,1009,1121,88,100
2,174,286,ArabCommAph051688739,2,870,982,88,100
2,174,286,ArabCommAph052065228Vols,1,485,597,88,100
2,174,286,ArabCommAph052131329Vols,1,1130,1244,88,98
2,174,286,ArabCommAph052132655Vols,1,1182,1294,88,100
2,174,286,ArabCommAph052065149,1,1311,1423,88,100
2,174,286,ArabCommAph052065977,2,22,134,87,99
3,244,356,GRAR000052,1,179,291,88,100
3,244,356,ArabCommAph052131919Vols,14,422,531,86,97
3,244,356,ArabCommAph053356462,5,1066,1178,88,100
3,244,356,ArabCommAph052844770,1,1009,1121,88,100
3,244,356,ArabCommAph051688739,2,870,982,88,100
3,244,356,ArabCommAph052065228Vols,1,485,597,88,100
3,244,356,ArabCommAph052131329Vols,1,1130,1244,88,98
3,244,356,ArabCommAph052132655Vols,1,1182,1294,88,100
3,244,356,ArabCommAph052065149,1,1311,1423,88,100
3,233,356,ArabCommAph052065977,2,16,134,91,94
6,1121,1233,GRAR000052,1,179,291,88,100
6,1121,1233,ArabCommAph052131919Vols,14,422,531,86,97
6,1121,1233,ArabCommAph053356462,5,1066,1178,88,100
6,1121,1233,ArabCommAph052844770,1,1009,1121,88,100
6,1121,1233,ArabCommAph051688739,2,870,982,88,100
6,1121,1233,ArabCommAph052065228Vols,1,485,597,88,100
6,1121,1233,ArabCommAph052131329Vols,1,1130,1244,88,98
6,1121,1233,ArabCommAph052132655Vols,1,1182,1294,88,100
6,1121,1233,ArabCommAph052065149,1,1311,1423,88,100
6,1121,1233,ArabCommAph052065977,2,22,134,87,99
7,560,909,ArabCommAph052132317Vols,4,907,1510,196,39
7,571,745,ArabCommAph052132317Vols,126,1402,1593,137,89
7,562,1289,ArabCommAph051931955Vols,24,848,1513,398,61
7,562,986,GRAR000052,1,291,710,320,93
7,560,997,ArabCommAph052131919Vols,15,817,1254,344,96
7,4,697,ArabCommAph051688866Vols,15,654,1549,273,28
7,697,1001,ArabCommAph051688866Vols,16,0,310,242,97
7,562,1001,ArabCommAph053356462,11,718,1152,343,97
7,571,903,GRAR000078,55,630,960,242,90
7,562,1036,ArabCommAph052844770,6,262,733,347,88
7,562,997,ArabCommAph051688739,40,745,1192,339,93
7,543,997,ArabCommAph052065228Vols,3,70,548,348,89
7,560,997,ArabCommAph052131329Vols,2,654,1090,340,95
7,582,745,ArabCommAph052097758Vols,28,1074,1235,127,98
7,562,997,ArabCommAph052132655Vols,13,958,1399,346,97
7,560,1264,ArabCommAph052065149,2,1055,1325,215,38
7,571,745,ArabCommAph052065149,27,102,270,130,91
7,582,745,ArabCommAph052065149,33,1261,1410,116,90
10,150,660,ArabCommAph051931955Vols,6,928,1435,400,96
10,150,649,GRAR000052,1,710,1214,391,94
10,148,664,ArabCommAph052131919Vols,23,512,1012,391,91
10,150,682,ArabCommAph051688866Vols,19,378,917,411,93
10,219,574,ArabCommAph051688866Vols,20,592,1526,201,25
10,150,664,ArabCommAph053356462,12,222,734,412,98
10,150,687,ArabCommAph052844770,9,197,739,419,94
10,499,649,ArabCommAph052844770,13,115,662,114,25
10,229,682,ArabCommAph051688739,14,0,406,305,82
10,150,660,ArabCommAph052065228Vols,5,195,706,410,98
10,346,452,ArabCommAph052065228Vols,6,903,1210,59,24
10,148,430,ArabCommAph052131329Vols,2,1356,1563,165,72
10,430,865,ArabCommAph052131329Vols,3,0,290,210,58
10,346,641,ArabCommAph052097758Vols,8,555,1264,229,40
10,150,660,ArabCommAph052132655Vols,2,1071,1580,398,94
10,148,452,ArabCommAph052065149,4,783,1090,240,95
11,555,841,ArabCommAph052097758Vols,7,1264,1625,178,56
11,841,968,ArabCommAph052097758Vols,8,0,126,99,98
13,338,546,ArabCommAph052132317Vols,6,196,499,118,48
13,457,657,ArabCommAph051931955Vols,8,68,265,159,96
13,338,646,GRAR000052,1,1170,1396,178,70
13,455,657,ArabCommAph052131919Vols,31,963,1170,165,95
