ms1,b1,e1,id2,ms2,b2,e2,ch_match,matches_percent
2,1009,1646,PAL066900971,2,686,1639,309,37
2,71,218,Shia003356Vols,1847,1288,1437,119,98
3,1533,1649,Rafed0003591Vols,252,1548,1664,93,100
4,1,421,Rafed0003591Vols,253,29,411,306,88
5,860,1112,PAL066900971,7,1081,1501,120,33
5,714,1650,Rafed0003591Vols,260,186,1322,566,52
5,726,915,Shia001432Vols,20563,1387,1568,139,91
5,944,1650,Shia001432Vols,20564,1,925,416,46
5,1205,1510,JK010475,309,5,316,241,95
6,1,162,Rafed0003591Vols,260,1322,1505,111,68
6,1,190,Shia001432Vols,20564,925,1140,112,64
20,6,869,PAL066900971,39,1,1044,432,45
