ms1,b1,e1,id2,ms2,b2,e2,ch_match,matches_percent
1,247,984,JK000137,1,421,1015,281,39
1,993,1330,JK000537,1,253,637,222,67
1,1098,1254,Masaha001946Vols,1319,972,1150,114,80
2,1091,1312,JK001249,369,1431,1650,176,96
2,1091,1419,Sham19Y0023625,2921,458,784,258,95
3,281,600,Shamela0009702,86,1342,1489,104,40
3,349,817,Shamela0009702,87,1,351,264,69
3,817,1178,JK000981,8,982,1496,230,52
3,986,1152,Shamela0009804,61,1256,1488,111,56
3,26,197,Sham19Y0017807,5,1,170,131,95
3,825,1178,JK000136,10,859,1374,224,50
3,800,1178,JK000537,5,646,1184,236,51
3,1017,1178,Shamela0000347,1216,1,212,121,71
3,286,796,Kraken220413030759,489,1066,1395,186,39
3,281,742,Kraken220413030759,664,53,498,234,51
3,242,796,JK000996,2,640,1204,297,59
4,135,857,JK000981,13,518,1604,351,34
4,109,514,JK000985,8,101,915,207,28
4,713,857,JK000985,9,895,1054,94,75
4,720,1190,JK009137,30,658,1208,206,42
4,154,593,JK010178,2,1,307,224,61
4,1052,1607,JK010178,2,355,819,316,68
4,713,917,Shamela0023798,44,1204,1441,103,53
4,135,628,JK000537,6,871,1571,216,32
4,713,1395,JK000537,7,226,1202,322,37
4,260,1074,JK000996,7,102,963,355,41
4,1151,1365,JK000996,9,1156,1502,140,45
4,296,616,Shia004456Vols,322,487,737,176,65
5,6,302,JK000981,16,204,617,185,52
5,424,966,JK000981,17,82,608,211,40
5,6,164,Shamela0023798,49,369,559,120,76
5,6,302,JK000537,8,26,433,181,53
5,6,796,JK000996,10,183,782,329,47
6,10,516,JK000138,54,487,814,154,34
6,1113,1308,JK000138,66,545,844,128,53
6,594,921,JK000981,7,133,671,217,47
6,1110,1272,JK000981,25,1339,1537,102,61
6,146,516,Sham19Y0007729,25,133,305,101,33
6,629,881,Sham19Y0007729,134,1,458,169,44
6,609,890,JK000995,100,987,1466,178,44
6,58,292,Sham19Y0023625,57,1,268,144,59
6,292,575,Sham19Y0023625,158,378,667,222,91
6,614,921,JK000537,5,9,534,212,48
6,1110,1308,JK000537,10,1239,1500,130,58
6,609,921,Shamela0009993,196,501,1026,217,49
6,614,862,JK000990,241,1034,1489,166,44
6,1110,1308,JK000990,555,1101,1379,131,57
7,425,799,JK000138,71,588,1123,217,47
7,295,945,JK006972,3,381,704,193,37
7,57,865,JK000981,26,412,1513,504,52
7,1059,1542,JK000981,41,207,664,272,60
7,6,160,JK000137,32,58,241,121,78
7,177,1047,JK000137,34,238,931,453,61
7,57,805,Zaydiyya0000153,264,51,437,273,45
7,641,759,Zaydiyya0000098,712,1394,1517,95,92
7,503,641,Zaydiyya0000098,712,13,317,93,39
7,425,641,Sham19Y0007729,162,1090,1351,165,78
7,641,865,Sham19Y0007729,163,1,300,149,56
7,476,805,Sham19Y0007729,236,1347,1540,108,41
7,218,339,JK000985,22,627,1066,95,27
7,191,796,JK000745,4,1068,1577,226,38
7,425,805,Shia004509,9,1011,1387,202,54
7,57,816,JK010178,3,393,782,283,46
7,191,945,Sham19Y0017807,6,822,1401,273,37
7,281,865,Shamela0023361,53,557,1280,314,45
7,641,865,Shamela0023361,55,964,1166,118,56
7,415,641,Shamela0023361,55,97,347,114,54
7,6,805,ShamAY0034815,12,574,1350,261,30
7,57,336,JK007014,61,202,972,124,18
7,1023,1542,Shamela0023798,114,298,699,172,35
7,57,945,ShamAY0000134,3,491,928,241,32
7,617,759,JK000995,144,1108,1479,107,35
7,6,281,Sham19Y0132524,6,1020,1364,178,61
7,453,641,Sham19Y0023625,20,449,628,120,78
7,1270,1522,Sham19Y0023625,31,322,510,147,71
7,164,357,JK000780,2,940,1205,144,65
7,466,805,JK000780,3,1,524,258,61
7,6,865,JK000537,11,23,1317,564,51
7,1059,1542,JK000537,15,621,1100,269,57
7,117,865,Shamela0021571,8,1,1183,427,40
7,57,708,Sham19Y0016599,13,575,1453,379,45
7,57,273,Shamela0002241,36,1308,1573,135,56
7,404,805,Shamela0002241,37,179,577,216,58
7,57,336,Shamela0026802,10,1327,1563,175,74
7,336,759,Shamela0026802,11,1,463,246,59
7,177,336,JK000996,15,757,1137,110,35
7,466,840,JK000996,16,1,547,197,40
7,6,281,JK000990,224,753,1422,177,32
7,85,339,JK000990,225,582,1487,120,16
7,425,805,JK000990,226,727,1323,287,59
8,918,1243,JK000138,82,241,851,214,44
8,899,1285,JK000981,31,590,990,247,72
8,918,1285,Sham19Y0007729,173,357,784,263,78
8,918,1106,Shamela0023798,103,254,475,130,73
8,918,1285,JK000995,171,403,988,226,45
8,657,910,Sham19Y0023625,31,761,1012,201,97
8,918,1285,JK000537,13,176,584,262,78
8,30,552,JK000996,17,432,1086,227,36
9,643,970,JK007098,583,731,1052,176,60
9,337,1043,JK000981,32,82,899,467,68
9,1221,1393,JK000981,34,1162,1543,116,36
9,337,656,Sham19Y0007729,180,634,1035,205,57
9,628,1043,Sham19Y0007729,188,97,617,268,66
9,628,829,JK000985,26,1315,1479,111,67
9,829,1043,JK000985,27,1,257,138,67
9,674,894,JK009137,23,733,987,133,67
9,27,1473,JK000745,6,347,1238,450,36
9,632,983,Shamela0096878,19,878,1413,234,55
9,337,637,ShamAY0033645,8,58,377,188,64
9,337,838,JK010178,3,1288,1568,189,46
9,647,860,Shamela0023361,59,659,859,100,54
9,647,983,Shamela0005064,1,471,861,186,58
9,643,856,JK001249,11,443,612,105,55
9,329,508,Shamela0023798,105,179,479,132,55
