ms1,b1,e1,id2,ms2,b2,e2,ch_match,matches_percent
4,1478,1692,Sham19Y0000259,343,652,866,172,100
5,1,173,Sham19Y0000259,343,866,1035,134,97
6,637,1249,Sham19Y0000259,341,444,1055,484,98
6,1,345,JK000849,1586,726,966,171,60
6,1,345,Shamela0001687,1742,292,801,241,57
6,79,345,Shamela0009757,1405,1,277,200,85
7,297,874,Sham19Y0000259,340,1019,1595,456,97
7,874,1415,Sham19Y0000259,341,1,432,344,78
7,57,289,JK000849,1578,571,827,164,74
7,31,289,Shamela0009757,2159,183,424,158,68
8,810,1266,Sham19Y0000259,343,1035,1491,347,94
8,910,1365,Kraken210630005153,6795,876,1435,284,59
8,910,1257,Shia004668,409,1208,1581,236,75
8,915,1347,ShamAY0034792,919,833,1358,283,63
8,910,1310,Masaha004227,127,998,1487,266,64
9,497,1457,Shia004668,410,171,1294,527,48
12,334,814,Sham19Y0000259,342,78,557,382,98
12,330,814,Shia003965Vols,5044,509,857,221,55
12,330,814,Shamela0001687,3688,709,1058,225,57
12,330,814,Shamela0009757,2787,126,475,223,56
22,1198,1393,Masaha004846,119,1168,1367,124,67
22,1194,1393,Masaha004846,130,508,747,152,78
22,1198,1393,Shamela0011566,255,360,571,140,79
22,1071,1393,Shamela0011566,275,12,374,242,82
23,1161,1547,Kraken220413202320,21,155,666,272,64
23,370,1676,Shamela0011566,275,413,1559,880,80
23,190,370,Shamela0011566,1456,634,832,126,80
24,186,374,Shamela0011566,276,1,161,112,74
24,920,1586,Shamela0011566,276,196,788,459,84
25,832,1402,Kraken220413202320,49,919,1456,421,88
25,1486,1637,Kraken220413202320,50,839,977,110,89
25,92,998,Shamela0011566,276,788,1569,565,73
25,998,1629,Shamela0011566,277,1,586,469,89
26,1,459,Kraken220413202320,50,977,1341,229,62
26,1,872,Shamela0011566,277,586,1343,586,81
26,864,1582,Shamela0011566,279,776,1423,485,81
27,108,1021,Masaha004846,194,652,1404,423,49
27,103,1007,Shamela0011566,523,722,1628,665,86
27,1007,1238,Shamela0011566,524,1,226,169,90
28,702,1045,Zaydiyya0000142,2163,414,771,279,95
33,1,410,ALCorpus00003,17,467,1101,287,56
38,1388,1589,Kraken220413202320,98,991,1192,162,99
41,1101,1448,Kraken210223142004,21,1267,1583,250,87
49,1051,1469,Shia003634Vols,887,15,471,240,57
49,1012,1172,PAL075601135,47,767,926,126,97
49,1051,1469,PAL075601135,48,101,548,242,58
50,171,896,ShamAY0034638,45,405,829,258,41
50,140,920,Shamela0035100,8715,611,1148,372,56
50,304,781,Kraken220602160053,54,1236,1645,288,72
51,852,1516,Shamela0035100,8715,1252,1608,261,48
51,774,1572,Kraken220602160053,55,635,1210,415,63
52,77,1154,Shamela0035100,8716,60,831,549,62
52,447,821,Kraken220602160053,56,1,370,266,84
53,1215,1336,ShamAY0034638,45,1201,1310,86,90
53,1215,1336,Shamela0035100,8716,924,1040,90,93
54,801,1240,Shamela0035100,8716,1265,1561,212,59
55,314,1573,Shamela0035100,8717,172,767,410,39
56,71,995,Shamela0035100,8717,777,1209,317,42
57,1,243,Shamela0035100,8717,1363,1591,180,91
57,243,1447,Shamela0035100,8718,1,545,384,39
58,18,1441,Shamela0035100,8718,576,1263,447,37
59,576,1282,Kraken220602160053,56,427,1058,427,71
60,1,1609,Shamela0035100,8719,23,1035,712,53
61,119,702,Shamela0035100,8719,1073,1539,321,63
62,643,950,Shamela0035100,8720,259,491,162,63
63,861,1354,Shamela0035100,8720,483,805,246,60
