ms1,b1,e1,id2,ms2,b2,e2,ch_match,matches_percent
1,1207,1364,Sham19Y0013226,168,1343,1508,123,90
1,1132,1463,JK010322,469,1155,1485,260,94
6,306,1590,Zaydiyya0000276,556,819,1518,473,45
7,377,1315,Zaydiyya0000276,558,656,1161,362,48
8,15,245,Zaydiyya0000276,559,455,818,104,30
12,1,268,Zaydiyya0000086,274,674,941,213,96
32,359,1514,Zaydiyya0000276,566,118,1272,817,86
39,1,158,Zaydiyya0000086,274,381,544,127,95
50,961,1274,Zaydiyya0000276,562,90,868,243,38
54,33,301,Zaydiyya0000100,64,1027,1286,178,81
54,120,301,Zaydiyya0000100,169,1070,1332,118,58
54,91,301,Zaydiyya0000100,337,1,197,142,81
54,99,301,Zaydiyya0000100,521,596,773,119,73
54,10,291,Zaydiyya0000376Vols,110,1115,1447,194,75
54,1,284,Zaydiyya0000376Vols,218,1011,1371,135,42
54,7,243,Zaydiyya0000376Vols,867,1288,1619,173,67
54,7,301,JK000998,594,1320,1638,199,78
54,7,301,Zaydiyya0000474,113,814,1272,170,47
54,33,291,Zaydiyya0000093,58,969,1286,184,73
54,120,301,Zaydiyya0000054,7,36,238,122,76
54,49,321,Zaydiyya0000398,254,1,299,161,58
54,33,291,Zaydiyya0000037Vols,2279,1236,1545,189,78
54,7,301,JK003502,786,532,798,131,49
57,1,192,Zaydiyya0000376Vols,307,636,836,133,82
57,1,172,Zaydiyya0000093,173,362,598,96,50
57,1,179,Zaydiyya0000398,257,1239,1460,120,68
57,1,172,Zaydiyya0000037Vols,2038,1239,1478,96,49
63,1119,1711,Shamela0006947,10247,1034,1620,484,98
64,95,1677,Shamela0006947,10248,1,1589,1271,97
69,544,687,Hindawi030807493,185,835,977,113,99
69,544,687,JK001305,142,1172,1314,113,99
69,544,687,Sham19Y0021505,419,892,1034,113,99
71,1194,1488,Shamela0037458,2641,1044,1362,229,89
71,929,1063,Shamela0023358,1102,1263,1397,101,96
71,1198,1499,JK000465,2513,37,341,231,92
77,647,836,Rafed0002489Vols,271,1391,1580,131,83
77,1145,1476,Rafed0002489Vols,468,1144,1325,126,47
91,377,857,JK006474,972,1027,1459,188,41
91,396,812,Shamela0000894,4372,839,1317,248,58
91,377,857,Tafsir07055,479,482,1156,369,68
91,377,857,Sham19Y0023608,1032,943,1347,296,73
91,377,597,Sham19Y0020591,1559,1242,1441,156,90
91,597,857,Sham19Y0020591,1560,1,512,157,34
91,396,857,JK009274,306,295,584,229,62
91,290,857,Shia002264,395,746,1519,376,56
91,381,688,Shamela0000140,455,142,1069,226,31
91,377,857,Shamela0037458,1027,958,1335,295,77
91,377,857,Sham19Y0095660,1753,42,700,356,65
91,377,857,Tafsir02102,1431,787,1158,285,73
91,377,606,JK000871,922,1253,1461,163,90
91,606,857,JK000871,923,1,224,177,86
91,377,857,JK000871,1611,521,921,315,81
91,396,857,JK008001,767,170,466,231,62
91,436,779,Shamela0012884,1668,1235,1490,200,72
91,377,857,Shamela0012884,1672,722,1095,169,43
91,396,857,JK010001,444,618,1273,354,67
91,377,857,Shamela0012014,64,819,1384,376,82
91,377,857,Sham19Y0035453,63,357,967,376,77
91,377,857,JK000080,812,224,792,376,82
91,396,622,Sham19Y0127677,637,1254,1461,160,89
91,396,857,Shamela0036446,1058,582,958,288,76
91,377,506,JK009245,204,1354,1480,98,97
91,506,857,JK009245,205,1,433,274,79
91,377,633,Tafsir01005,2040,1288,1530,184,89
91,399,812,Shamela0008648,707,848,1290,292,82
91,377,852,Tafsir09068,293,447,846,292,73
91,396,582,JK000201,3731,487,652,129,88
91,377,857,Shamela0006947,21664,6,680,369,68
91,582,857,JK009226,892,55,270,133,56
91,660,857,JK009226,948,947,1105,108,68
91,377,857,Sham19Y0036110,29,120,685,361,78
91,377,530,Sham19Y0036110,361,1371,1521,116,98
91,530,746,Sham19Y0036110,362,1,220,171,97
91,582,852,ShamAY0035035,5291,1211,1413,122,54
91,396,857,Shamela0021659,523,559,853,233,63
91,377,683,Sham19Y0131521,5662,1226,1513,224,92
91,377,857,Zaydiyya0000388,254,763,1232,331,78
91,660,857,Zaydiyya0000015,2000,967,1125,108,68
91,582,852,Zaydiyya0000015,2333,138,342,124,55
91,396,660,Tafsir09071,242,150,454,187,77
91,416,857,Sham19Y0014592,1991,1,361,277,77
91,396,857,Shamela0001438,1428,588,883,233,63
91,377,857,Shamela0035276,8,597,969,294,76
91,386,622,Shamela0004473,9259,61,290,169,87
91,377,857,Shamela0023591,2690,953,1341,301,79
91,377,582,Shamela0036543,2105,1278,1481,155,94
91,582,857,Shamela0036543,2106,1,357,221,76
91,451,857,Shamela0003055,4027,1,388,295,89
91,601,857,Shamela0003055,4142,187,472,138,54
91,377,857,JK000142,939,66,470,318,82
91,377,857,Shamela0021537,828,1177,1530,276,72
91,396,625,Shamela0021537,1341,1076,1296,131,68
91,396,625,Shamela0021537,6088,1284,1504,131,68
91,396,857,Shamela0002300,913,547,1222,353,65
91,377,857,JK000484,6380,243,708,354,91
91,377,857,JK009362,2352,1240,1648,237,55
91,377,834,Shamela0023582,334,157,548,298,80
91,377,857,Sham19Y0146127,3527,222,600,290,75
91,377,857,Shamela0008473,1647,553,956,318,82
91,377,857,Tafsir07057,845,909,1412,366,90
91,377,857,Tafsir10066,387,454,870,296,71
91,509,857,JK007054,146,385,661,220,78
91,377,857,Zaydiyya0000059,1382,1101,1478,294,75
91,377,857,Shamela0023628,1044,1,560,377,84
91,377,857,Tafsir09084,759,691,1095,318,82
91,377,593,JK000465,1033,1306,1504,155,91
91,593,857,JK000465,1034,1,194,154,72
91,381,857,JK009390,582,423,745,241,62
91,377,820,JK009336,136,966,1504,348,81
91,377,554,Sham19Y0014601,5452,632,788,121,88
91,410,795,Sham19Y0014601,5453,1,408,238,62
91,399,769,JK007070,751,1072,1518,289,81
91,381,857,Zaydiyya0000037Vols,2532,1,664,347,64
91,377,622,Sham19Y0020944,990,1227,1447,173,89
91,396,622,ShamAY0002038,520,1174,1379,161,90
91,601,857,Zaydiyya0000413Vols,754,105,459,142,42
94,486,644,Zaydiyya0000276,568,605,767,115,87
105,1307,1449,Shamela0006947,7353,1463,1608,119,97
105,1453,1645,Shamela0006947,7354,18,219,157,95
106,1,758,Shamela0006947,7354,219,1036,578,85
106,975,1106,Shamela0006947,7358,1497,1628,102,95
106,1106,1588,Shamela0006947,7359,1,393,314,78
107,61,827,Shamela0006947,7802,469,1716,608,59
108,221,510,JK001496,976,506,831,189,64
108,289,510,Tafsir02102,2347,179,437,175,80
108,188,472,Shia001174Vols,3356,799,1078,190,80
108,188,492,Shia001432Vols,23574,1306,1560,193,76
108,188,504,ShamAY0035451,3,629,1142,223,52
108,179,472,Shia004456Vols,2636,226,457,188,76
108,188,472,Shia001544Vols,532,459,693,188,78
108,304,499,Shamela0035276,9,690,910,162,86
108,304,510,Shamela0023591,3983,206,432,169,87
108,179,472,Sham19Y0122257,2748,209,441,185,75
108,277,504,Shamela0003055,2061,131,383,179,82
108,329,472,Shamela0003055,4441,1372,1515,120,98
108,298,510,Tafsir04056,4003,800,1042,175,85
108,188,472,Zaydiyya0000059,40,1286,1742,191,48
108,298,510,Shia000181,351,1091,1324,175,88
108,179,483,ShamIbadiyya0000109,7293,464,894,200,55
108,194,499,Shamela0001466,1235,1333,1639,200,67
108,311,510,Sham19Y0020891,2888,1,221,164,87
108,179,472,JK007044,5180,408,643,187,76
108,304,472,Zaydiyya0000053,946,21,176,131,91
108,183,476,Zaydiyya0000053,1125,762,1271,179,39
108,179,499,Zaydiyya0000091,61,482,805,211,69
121,1381,1611,Zaydiyya0000276,569,1228,1470,162,77
125,1344,1494,Shamela0006947,8162,1032,1542,116,29
125,114,565,Zaydiyya0000276,570,106,289,92,25
126,88,354,Shamela0006947,8165,699,1135,212,59
126,500,804,Shamela0006947,8168,1113,1526,242,70
126,800,910,Shamela0006947,8171,101,405,87,36
126,1020,1305,Shamela0006947,8173,22,389,207,66
127,1025,1626,Shamela0037063,668,1,778,475,74
127,954,1626,Sham19Y0026523,2228,1,971,441,54
127,1,129,Hindawi074797079,344,1473,1646,106,73
127,139,343,Hindawi074797079,345,615,806,146,84
128,1,283,Shamela0037063,668,778,1462,220,38
128,283,976,Shamela0037063,669,618,1603,558,70
128,976,1614,Shamela0037063,670,1,1175,482,49
128,340,706,Sham19Y0026523,2229,1159,1578,232,62
128,710,966,Sham19Y0026523,2234,505,893,172,52
128,27,230,Hindawi020790530,28,1540,1761,158,83
129,76,404,Shamela0037063,672,1017,1346,265,98
129,738,1000,Hindawi094061468,163,1390,1652,212,99
129,1000,1671,Hindawi094061468,164,1,684,548,97
130,1,900,Hindawi094061468,164,684,1580,715,98
130,900,1055,Hindawi094061468,165,1,163,123,95
130,1221,1545,Hindawi063795362,121,6,321,229,87
131,1,1159,Hindawi063795362,121,321,1485,920,98
131,1159,1491,Hindawi063795362,122,1,332,258,97
132,1281,1432,Hindawi074979204,9,622,892,121,55
132,885,1124,Hindawi070706142,59,1262,1572,192,76
132,1124,1582,Hindawi070706142,60,1,653,367,69
132,929,1357,Hindawi096809026,246,1,1313,343,32
132,1357,1582,Hindawi096809026,247,292,817,180,42
132,1,735,Hindawi063795362,122,339,1078,587,98
137,1262,1410,JK007637,105,931,1126,109,71
138,1082,1473,Shamela0006617,1597,328,848,195,45
138,1154,1402,Zaydiyya0000097,744,125,359,95,36
138,1147,1473,JK000998,457,111,396,115,40
138,894,1023,Zaydiyya0000388,141,1132,1369,100,53
138,1053,1402,Zaydiyya0000474,406,824,1205,153,44
144,1302,1591,Zaydiyya0000276,571,322,630,211,79
156,1265,1484,ShamAY0037872,113,668,886,114,67
159,847,1664,Shamela0006947,9909,1,1242,627,59
160,8,424,Shamela0006947,9909,1245,1679,302,77
160,424,793,Shamela0006947,9910,1,695,289,49
161,258,1426,Shamela0006947,10210,201,1646,870,71
161,1417,1647,Shamela0006947,10211,8,288,167,70
162,583,1051,Shamela0006947,10209,650,1132,383,96
162,1,577,Shamela0006947,10211,288,1493,476,47
163,10,283,Shamela0037063,673,1421,1671,198,88
163,283,631,Shamela0037063,674,1,350,272,95
166,818,1024,Shamela0006947,11318,21,251,117,58
171,987,1299,Shamela0006947,11259,1348,1710,186,57
171,1299,1696,Shamela0006947,11260,1,406,316,93
172,1,1265,Shamela0006947,11260,406,1668,1018,97
172,1265,1693,Shamela0006947,11261,1,434,316,83
173,1,1181,Shamela0006947,11261,434,1694,961,92
173,1181,1657,Shamela0006947,11262,1,496,382,94
174,1,1105,Shamela0006947,11262,496,1643,891,94
174,1105,1479,Shamela0006947,11263,1,383,299,95
175,1,271,Shamela0006947,11263,1332,1621,217,89
176,1,156,Zaydiyya0000610,306,1366,1500,74,59
177,981,1571,Shamela0006947,10245,1,812,454,68
178,61,313,Shamela0006947,10246,301,963,188,34
178,435,921,Shamela0006947,10250,1005,1670,347,62
178,934,1173,Shamela0006947,10251,740,1040,188,76
178,1173,1671,Shamela0006947,10252,893,1410,409,96
179,1008,1735,Shamela0006947,10249,326,1005,525,85
179,1,232,Shamela0006947,10252,1410,1641,188,99
179,232,479,Shamela0006947,10253,1,407,189,55
179,593,1110,Shamela0006947,10254,1,659,401,71
180,1,761,Shamela0006947,10249,1005,1762,634,99
180,761,1344,Shamela0006947,10250,1,588,465,95
188,786,1087,Zaydiyya0000100,110,1249,1559,213,79
188,740,933,Zaydiyya0000100,158,384,558,108,70
188,805,1056,Zaydiyya0000286,5,1,246,171,78
188,545,1143,Zaydiyya0000474,440,351,956,326,57
188,740,1127,Zaydiyya0000004,10,902,1243,248,76
188,740,1162,Zaydiyya0000004,12,945,1351,266,70
188,800,1056,Zaydiyya0000093,45,956,1220,184,82
188,747,1143,Zaydiyya0000054,507,97,442,240,73
188,800,1143,Zaydiyya0000610,66,306,628,224,75
188,800,933,Zaydiyya0000101,305,1484,1633,104,87
190,1104,1419,Rafed0000040Vols,2127,1383,1609,87,29
192,411,572,Zaydiyya0000097,392,1274,1445,96,65
192,425,562,Zaydiyya0000346,45,618,763,93,82
192,466,578,Zaydiyya0000035,121,58,437,61,20
195,58,212,JK000998,88,1354,1515,94,72
204,1203,1656,Shamela0006947,11182,1094,1599,322,75
205,1,1586,Shamela0006947,11183,47,1611,1255,96
206,1,1580,Shamela0006947,11184,22,1525,1198,93
207,66,1621,Shamela0006947,11185,1,1408,1119,86
208,1,233,Shamela0006947,11185,1408,1640,192,100
208,233,1718,Shamela0006947,11186,1,1485,1201,97
209,1,213,Shamela0006947,11186,1485,1695,170,98
209,213,1559,Shamela0006947,11187,1,1373,1067,95
210,1,178,Shamela0006947,11187,1373,1548,140,98
210,178,1653,Shamela0006947,11188,1,1492,1194,96
211,1,192,Shamela0006947,11188,1492,1683,152,96
211,192,1644,Shamela0006947,11189,1,1524,1167,93
212,685,836,Zaydiyya0000074,63,1057,1314,108,49
212,1,112,Shamela0006947,11189,1524,1635,90,100
212,112,1623,Shamela0006947,11190,1,1530,1211,96
212,695,836,Zaydiyya0000148,51,259,507,115,56
217,361,570,Zaydiyya0000276,573,1393,1595,131,73
221,342,506,Zaydiyya0000474,943,1044,1232,118,78
223,741,899,Sham19Y0145210,1208,1416,1574,125,98
223,899,1169,Sham19Y0145210,1209,1,219,177,79
