ms1,b1,e1,id2,ms2,b2,e2,ch_match,matches_percent
1,443,722,Kraken22021606123102Vols,1933,940,1202,191,83
1,0,333,PV20230224,367,1304,1636,274,99
1,333,1589,PV20230224,368,0,1258,1013,99
2,44,214,AOCP20251104078,155,1324,1455,91,68
2,869,1222,Hindawi081461536,259,223,576,282,99
2,0,250,PV20230224,368,1258,1511,194,98
2,250,1491,PV20230224,369,0,1240,993,99
3,0,275,PV20230224,369,1240,1514,219,99
3,275,1565,PV20230224,370,0,1277,1025,97
4,0,298,PV20230224,370,1277,1574,240,99
4,298,1608,PV20230224,371,0,1315,1065,98
5,0,334,PV20230224,371,1315,1648,274,99
5,334,1599,PV20230224,372,0,1264,1025,99
6,0,364,PV20230224,372,1264,1624,300,98
6,364,1556,PV20230224,373,0,1189,952,99
7,0,331,PV20230224,373,1189,1519,266,99
7,331,1572,PV20230224,374,0,1247,1002,98
8,0,348,PV20230224,374,1247,1604,285,96
8,348,1650,PV20230224,375,0,1300,1057,98
9,0,344,PV20230224,375,1300,1643,279,99
9,344,1646,PV20230224,376,0,1304,1066,99
10,0,367,PV20230224,376,1304,1670,303,99
10,367,1643,PV20230224,377,0,1286,1040,99
11,0,321,PV20230224,377,1286,1608,257,98
11,321,1496,PV20230224,378,0,1182,936,99
12,0,260,PV20230224,378,1182,1443,206,98
12,260,1400,PV20230224,379,0,1158,895,98
13,0,257,PV20230224,379,1158,1414,210,99
13,257,1605,PV20230224,380,0,1350,1094,99
14,0,233,PV20230224,380,1350,1585,186,97
14,238,1523,PV20230224,381,6,1286,1023,98
15,0,214,PV20230224,381,1286,1499,168,99
15,214,1610,PV20230224,382,0,1410,1140,98
16,0,240,PV20230224,382,1410,1649,197,99
16,240,1595,PV20230224,383,0,1353,1093,99
17,0,208,PV20230224,383,1353,1563,166,97
17,208,1485,PV20230224,384,0,1269,1010,98
18,1008,1461,Rafed0003369Vols,1025,1145,1469,170,46
18,0,224,PV20230224,384,1269,1494,179,98
18,224,1569,PV20230224,385,0,1348,1084,98
19,0,224,PV20230224,385,1348,1571,178,99
19,224,1551,PV20230224,386,0,1324,1062,98
20,0,233,PV20230224,386,1324,1556,185,97
20,233,1486,PV20230224,387,0,1249,992,99
21,953,1140,Rafed0003369Vols,1027,0,148,110,75
21,0,260,PV20230224,387,1249,1508,212,98
21,260,1510,PV20230224,388,0,1247,989,99
22,0,246,PV20230224,388,1247,1492,198,99
22,246,1510,PV20230224,389,0,1263,1004,98
23,0,238,PV20230224,389,1263,1499,187,96
23,238,1503,PV20230224,390,0,1258,1001,98
24,0,224,PV20230224,390,1258,1481,176,99
24,224,1534,PV20230224,391,0,1311,1055,99
25,0,259,PV20230224,391,1311,1569,209,99
25,259,1586,PV20230224,392,0,1331,1070,98
26,0,256,PV20230224,392,1331,1586,206,99
26,256,1591,PV20230224,393,0,1347,1083,98
27,0,264,PV20230224,393,1347,1610,214,99
27,264,1536,PV20230224,394,0,1268,1012,98
