ms1,b1,e1,id2,ms2,b2,e2,ch_match,matches_percent
2,165,520,Shamela0008884,230,477,723,94,30
2,1206,1570,MMS00008,184,625,828,106,36
2,528,1566,JK009239,427,27,1033,383,34
2,172,959,Shamela0012398,2119,257,1064,268,30
2,172,1570,Sham19Y0020861,102,478,1187,359,31
2,172,650,Shamela0012724,46,618,1331,253,40
3,417,791,MMS00008,221,964,1525,241,53
3,1120,1325,JK003608,739,431,716,113,46
3,72,757,JK009239,428,500,1548,351,38
3,991,1302,JK009239,429,778,1279,188,45
3,422,835,Kraken22021606122503,307,307,911,267,54
3,417,835,MMS00011,74,385,985,166,31
5,1,428,JK009239,433,819,1291,173,34
6,976,1248,JK009239,435,1078,1416,150,49
6,375,1015,JK009239,435,11,675,309,48
7,156,734,JK009239,437,795,1481,278,41
8,899,1559,JK009239,441,427,1317,361,49
8,906,1382,Shamela0012398,2124,965,1493,202,44
9,1328,1539,JK000195,363,453,676,159,85
9,1328,1539,MMS00025,44,473,739,147,64
9,793,1519,JK009239,442,828,1509,267,37
9,346,836,JK009239,442,432,868,217,50
9,1340,1539,Sham19Y0020578,53,1,255,138,62
9,1,532,Shamela0012398,2125,118,865,198,28
10,1,219,JK000195,363,676,869,123,64
10,1,203,MMS00025,44,739,923,129,78
10,61,224,JK009239,443,1,155,108,75
10,203,686,JK009239,443,689,1253,224,45
10,1,203,Sham19Y0020578,53,255,439,129,78
11,712,1278,MMS00025,59,934,1590,399,71
11,247,1563,JK009239,461,284,1346,543,46
11,712,1317,Sham19Y0020578,68,503,1200,428,72
11,699,1311,Shamela0012398,2128,1055,1507,183,35
12,1195,1620,JK000195,338,477,893,230,52
12,1195,1509,MMS00025,89,784,1195,162,42
12,1,290,JK009239,461,1346,1543,146,62
12,448,1239,JK009239,462,932,1533,293,38
12,1195,1509,Sham19Y0020578,98,367,778,162,42
12,55,305,Shamela0012398,2129,1,201,129,59
13,742,1020,Shamela0006744,265,120,395,135,45
13,1,627,JK000195,338,1099,1659,446,85
13,979,1448,MMS00025,84,884,1413,363,83
13,1,297,MMS00025,89,1390,1662,220,89
13,51,673,JK009239,460,1147,1656,275,47
13,979,1448,Sham19Y0020578,93,454,983,363,83
13,1,742,Sham19Y0020578,98,973,1610,362,48
13,1,647,Shamela0012398,2118,355,846,398,75
13,767,1048,Shamela0012398,2127,650,903,113,38
15,1172,1538,JK000195,351,518,1131,263,50
15,126,350,JK009239,464,867,1117,134,60
15,633,1191,JK009239,465,400,919,246,44
15,350,1538,Shamela0012398,2130,397,1360,389,31
16,523,822,JK003608,1699,275,534,137,47
16,154,402,Sham19Y0019199,577,1158,1420,119,46
16,25,184,JK000195,351,1126,1308,72,49
16,8,1004,JK009239,466,158,1467,478,39
16,1317,1482,JK009239,467,1354,1522,101,69
16,8,223,Shamela0012398,2130,1384,1584,137,71
16,313,841,Shamela0012398,2131,40,541,224,44
16,154,517,ShamAY0034662,1006,1081,1435,254,81
17,137,809,JK009239,468,206,1526,378,33
18,320,508,Shamela0005890,328,88,680,84,19
19,290,698,JK003608,479,356,887,261,60
19,295,684,JK009239,490,1051,1555,267,64
19,698,1115,JK009239,491,1025,1529,167,34
20,45,331,JK009239,492,460,983,171,37
21,745,1015,MMS00025,98,43,316,184,73
21,1197,1381,JK009239,496,705,897,118,77
21,614,1015,Sham19Y0020578,106,810,1507,244,41
22,5,645,JK009239,498,373,693,184,34
24,641,911,ShamAY0034011,151,1,414,126,35
24,236,438,JK000195,352,363,569,158,94
24,236,431,MMS00025,139,640,913,150,68
24,1332,1566,JK009239,503,1,208,152,80
24,236,431,Sham19Y0020578,148,239,512,150,68
24,1320,1566,Shamela0012398,2143,1172,1388,160,80
25,855,1559,MMS00008,1030,8,778,441,61
25,849,1407,JK003608,2290,1056,1666,276,46
25,855,1338,JK000195,358,1380,1725,217,53
25,1366,1597,JK000195,359,154,353,152,80
25,849,1597,MMS00025,12,347,1277,482,57
25,860,1444,JK009239,505,1036,1553,351,66
25,969,1597,Sham19Y0020578,21,1,763,401,57
25,855,1366,Sham19Y0017063,6,451,1472,302,35
25,855,1559,Shamela0012398,2145,743,1312,370,56
25,1036,1559,Kraken22021606122503,1275,1,527,312,60
26,154,425,Sham19Y0127698,591,929,1169,141,56
26,65,277,MMS00008,1030,838,1041,132,71
26,1,639,JK000195,359,353,1009,478,89
26,616,1048,JK000195,361,387,968,255,51
26,1,309,MMS00025,12,1277,1607,226,82
26,309,616,MMS00025,13,1,335,225,83
26,12,470,JK009239,506,102,533,217,52
26,1,616,Sham19Y0020578,21,763,1427,447,82
26,601,932,Sham19Y0020578,32,922,1373,194,51
26,65,277,Kraken22021606122503,1275,585,789,129,69
27,306,435,JK000417,78,566,695,105,100
27,306,442,MMS00025,47,407,541,109,98
27,306,435,ShamAY0035856,77,1181,1310,105,100
27,589,1627,JK009239,511,159,954,444,46
27,888,1185,JK009239,513,935,1163,116,42
28,1382,1539,JK000195,368,431,633,125,77
28,581,928,JK009239,513,1,252,175,57
28,928,1505,JK009239,514,18,799,300,41
28,339,962,Shamela0012398,2149,490,1324,203,25
28,928,1494,Shamela0012398,2150,573,929,224,48
29,660,915,JK003608,3850,564,966,113,32
29,1,427,JK000195,368,633,1357,227,37
29,1,356,Sham19Y0147671,86,99,228,99,34
29,18,380,JK009239,514,844,1524,184,33
29,377,903,JK009239,515,18,875,222,29
30,1147,1537,JK003608,3942,931,1414,218,51
30,446,730,MMS00025,76,6,541,177,40
30,1147,1561,JK009239,525,1,482,222,53
30,1147,1537,Shamela0012398,2153,608,1006,202,57
31,60,708,JK009239,525,658,1410,377,56
31,966,1284,JK009239,526,1052,1540,138,33
31,348,899,Shamela0012398,2154,525,1081,234,39
32,878,1258,Sham19Y0018192,4,451,1183,294,48
32,1242,1416,Sham19Y0018192,5,209,384,143,97
32,872,1206,JK000195,356,1283,1621,263,95
32,1206,1586,JK000195,357,1,310,251,79
32,872,1580,MMS00025,127,796,1423,498,85
32,1031,1242,Sham19Y0013252,147,966,1180,166,95
32,872,1580,Sham19Y0020578,136,342,969,498,85
33,806,982,Sham19Y0018192,4,1202,1365,123,89
33,1,982,JK000195,357,310,1026,553,69
33,227,977,MMS00025,128,1,394,299,49
