ms1,b1,e1,id2,ms2,b2,e2,ch_match,matches_percent
1,1,194,Shamela0009783BK2,13,1351,1544,152,98
1,194,1215,Shamela0009783BK2,14,1,1136,717,76
2,1001,1417,JK006919,136,1030,1300,183,54
2,1008,1389,Sham19Y0023644,4179,45,328,183,55
2,678,1437,Sham19Y0023644,5680,28,566,292,45
3,574,899,Shamela0009783BK2,15,375,647,146,54
3,610,899,Shamela0004445,5116,268,652,181,54
4,163,680,Shamela0009783BK2,16,113,907,296,40
4,230,948,Shamela0012406,3037,249,678,173,23
6,45,856,Shamela0009783BK2,16,980,1627,348,49
6,1091,1590,Shamela0009783BK2,17,5,345,197,47
6,389,860,Shamela0012406,3038,569,804,177,46
7,1058,1334,Shamela0008473,3159,1113,1321,148,68
7,647,944,Shamela0005446,318,696,1008,220,85
8,414,661,JK010344,1078,1213,1476,186,88
8,547,665,Sham19Y0000760,1072,127,245,85,89
8,547,661,Shamela0010768,149,1225,1338,82,90
8,8,287,Sham19Y0013666,156,1221,1542,216,81
10,1388,1555,Sham19Y0013666,171,409,574,136,98
16,638,830,Shamela0008505,15,794,972,115,76
16,638,830,JK009288,650,700,909,132,79
16,80,275,Masaha003390Vols,225,156,568,140,43
16,642,836,Shamela0010646,1037,1255,1439,123,80
16,111,263,ShamAY0033734,92,290,438,105,87
16,94,263,Masaha002979Vols,1056,43,216,111,81
16,638,830,JK006900,1095,480,655,120,78
16,672,830,Shamela0026552,45,1104,1258,109,87
16,642,836,ShamAY0036737,169,968,1143,117,76
20,117,795,Shamela0009783BK2,19,400,904,242,38
21,35,302,JK010621,175,1267,1499,146,67
21,888,1176,Shamela0006896,114,624,911,194,78
21,173,345,JK003609,2181,856,1027,129,93
21,181,345,Shamela0010798,1311,675,838,124,95
21,181,345,Shamela0010798,1381,1347,1508,123,94
21,181,345,Shamela0009429,521,789,951,125,95
21,181,345,Shamela0010551,121,934,1096,126,96
21,181,345,Shamela0007830,69,234,397,127,97
21,155,345,Shamela0004445,4851,656,840,137,90
21,181,345,Shamela0000736,2339,621,783,124,95
21,1204,1487,Shamela0012828,508,352,694,167,61
21,151,345,Shamela0012289,25,944,1134,132,85
21,10,258,Shamela0012289,100,365,619,170,77
21,181,345,Sham19Y0147597,1628,129,291,127,96
21,173,345,Sham19Y0021505,290,985,1155,130,94
21,181,345,Shamela0012406,2505,1019,1181,124,95
21,181,345,Shamela0010768,217,720,882,127,96
21,181,345,Sham19Y0000259,1164,141,303,126,96
21,181,345,Shamela0001000,132,301,463,127,96
21,181,345,ShamAY0037021,378,1000,1161,125,95
22,1,1050,Shamela0012828,508,697,1506,566,64
23,582,878,Shamela0006896,114,1273,1566,174,67
25,1111,1424,Rafed0003489,278,413,592,114,43
25,1111,1424,Shamela0009429,1361,923,1081,112,44
25,1111,1424,Shamela0009091,1090,539,710,115,44
25,1111,1416,ShamAY0033523,499,263,403,99,41
25,988,1424,Kraken220308195640,517,40,274,129,37
25,1014,1424,Sham19Y0013667,494,359,580,115,32
25,996,1424,Rafed0002209Vols,2097,272,777,131,22
25,1079,1424,Sham19Y0023644,2445,254,463,136,49
25,1111,1424,Shia001432Vols,12176,10,168,115,45
25,882,1416,JK001148,41,563,917,159,34
25,1111,1416,ShamAY0035960,500,352,493,100,41
25,1097,1424,Sham19Y0020891,3430,346,522,91,32
25,1014,1424,Shia001663Vols,230,731,981,117,31
26,293,1104,Sham19Y0013631,2496,525,1216,279,36
26,399,1076,Shamela0001038,302,226,1301,255,27
26,399,1076,JK009341,2,352,1427,255,27
26,604,1193,JK001148,42,22,506,199,36
31,494,611,ShamAY0005375,12,1445,1560,89,94
31,494,777,JK010777,76,623,847,153,67
31,467,606,Shamela0031373,151,127,262,102,91
31,481,606,Sham19Y0003742,152,1433,1548,91,90
31,494,761,Shamela0010768,78,1413,1613,141,67
31,473,606,ShamAY0033783,66,627,763,94,85
33,905,1438,JK007592,112,50,588,354,77
33,798,1132,Shamela0007822,77,793,1522,243,41
33,1132,1442,Shamela0007822,78,1,311,208,79
35,328,504,Shamela0007822,54,482,654,130,92
36,106,1517,Shamela0009783BK2,20,460,1346,609,49
38,812,1003,Shamela0006896,116,541,710,107,64
40,18,709,Shamela0009783BK2,22,234,1037,345,45
40,867,1588,Shamela0009783BK2,22,1063,1557,342,55
43,40,1556,Shamela0009783BK2,24,294,1242,568,44
47,379,674,Sham19Y0013666,171,409,628,170,70
48,883,1048,Shamela0009783BK2,23,926,1062,105,79
49,1,531,Shamela0009783BK2,23,1267,1557,146,28
50,366,919,Shamela0009783BK2,25,1,278,174,38
51,856,1224,Shamela0012406,3073,438,692,154,50
58,578,954,Shamela0010532BK2,27,1111,1483,227,69
58,954,1441,Shamela0010532BK2,28,1,429,321,83
61,527,705,Shamela0006896,49,621,763,92,64
64,59,604,Shamela0009783BK2,26,294,577,173,40
64,884,1484,Shamela0009783BK2,26,572,771,136,27
65,944,1477,Shamela0009783BK2,26,829,1126,153,32
65,962,1222,Shamela0009783BK2,68,326,677,99,31
66,275,1551,Shamela0009783BK2,27,1,827,448,40
67,260,1023,Shamela0009783BK2,27,847,1590,505,75
67,429,995,Kraken210630005153,7952,70,572,372,78
69,1039,1527,Shamela0009783BK2,28,485,979,275,60
70,1,283,Shamela0009783BK2,28,979,1261,167,65
71,1,142,Shamela0009788,1327,679,819,105,93
71,834,1544,Shamela0009783BK2,29,821,1487,357,54
71,1,931,Shamela0009783BK2,29,138,918,411,44
71,1,130,Sham19Y0020762,284,1073,1220,95,79
72,64,1489,Shamela0009783BK2,30,167,1264,662,53
73,341,556,Masaha002964Vols,1265,1284,1507,144,73
73,669,1274,Shamela0009783BK2,31,7,667,374,65
73,202,825,Shamela0012406,3087,229,634,268,51
74,391,1073,Shamela0009783BK2,32,504,1166,490,86
75,422,895,Shamela0009783BK2,32,1128,1578,336,83
75,1,436,Shamela0009783BK2,32,19,510,294,71
75,895,1548,Shamela0009783BK2,33,9,651,438,77
75,1,436,Shamela0012406,3084,852,1154,201,54
75,1,422,Shamela0009783BK3,13,220,579,239,71
76,1,759,Shamela0009783BK2,33,651,1535,544,74
76,759,1373,Shamela0009783BK2,34,1,550,344,62
77,38,1052,Shamela0009783BK2,34,685,1545,475,53
77,1052,1521,Shamela0009783BK2,35,1,465,303,73
77,1199,1463,Shia004014Vols,122,1244,1533,175,72
78,1,446,Shamela0009783BK2,35,465,921,249,60
78,800,1342,Shamela0009783BK2,35,947,1483,355,77
79,1082,1492,Shamela0009783BK2,36,351,756,288,82
80,805,1063,Rafed0002341Vols,184,843,1070,167,79
80,1,1063,Shamela0009783BK2,36,756,1616,471,47
80,1063,1464,Shamela0009783BK2,37,1,326,198,55
81,43,801,Shamela0009783BK2,37,342,840,234,33
82,926,1494,Shamela0009783BK2,37,840,1337,377,80
83,1,220,Shamela0009783BK2,37,1337,1548,159,88
83,749,1596,Shamela0009783BK2,38,138,1130,536,61
84,8,281,Shamela0009783BK2,38,1136,1469,171,61
84,255,1480,Shamela0009783BK2,39,334,1609,850,79
84,281,1131,Shia003636Vols,8960,856,1586,454,59
84,1131,1598,Shia003636Vols,8961,1,325,238,62
85,1,1561,Shamela0009783BK2,40,117,1577,1102,85
85,1,1140,Shia003636Vols,8961,325,1100,573,60
85,9,640,Shamela0012289,103,36,595,406,76
86,10,1243,Shamela0009783BK2,41,96,1518,784,62
86,1243,1498,Shamela0009783BK2,42,1,248,172,75
87,53,523,Shamela0009783BK2,42,324,954,299,56
89,798,1263,Shamela0009783BK2,42,961,1528,322,68
89,1293,1505,Shamela0009783BK2,43,72,340,158,72
