ms1,b1,e1,id2,ms2,b2,e2,ch_match,matches_percent
1,262,551,Shamela0021642,13,650,873,130,47
1,14,407,Shamela0013088,111,1169,1556,300,92
1,407,1585,Shamela0013088,112,1,1182,949,98
1,90,752,Shamela0012034,712,508,1408,336,37
1,1021,1430,Shamela0012034,713,600,1014,281,75
1,1435,1585,Shamela0012034,717,902,1045,118,95
1,272,1048,Shamela0031366,655,813,1463,303,40
1,104,1585,ShamAY0034384,8,1,1491,1194,98
1,272,563,Shamela0006610,1204,999,1219,139,57
1,252,578,Shamela0037713,26,29,266,149,52
1,262,551,JK001330,1960,944,1195,133,46
1,262,1573,JK000676,782,801,1557,511,45
1,1435,1585,Shamela0021524,67,293,436,118,95
1,262,551,Sham19Y0017581,10,1343,1559,152,62
1,1201,1585,Sham19Y0017581,11,549,999,281,73
1,494,1573,Shamela0006624,764,547,1121,449,51
1,262,551,JK000364,1,484,904,105,25
1,262,972,Shamela0012398,1835,1268,1629,229,38
1,291,1305,Shamela0005890,29,1,743,298,29
1,1021,1585,Shamela0011817,31,182,835,412,72
1,272,879,MMS00008,141,25,550,216,33
1,262,551,Shamela0021677,16,41,265,130,47
1,90,1174,ShamAY0038476BK1,30,207,1611,635,48
1,1174,1430,ShamAY0038476BK1,31,1,248,195,95
1,1435,1585,ShamAY0038476BK1,31,1125,1265,113,91
1,272,1316,Shamela0027084,24,307,1359,413,37
1,490,1041,Sham19Y0001994,643,799,1581,318,45
1,1041,1585,Sham19Y0001994,644,22,1084,419,47
2,837,1146,Sham19Y0020587,14,498,737,195,76
2,463,821,Sham19Y0020587,15,907,1245,251,85
2,1,414,Shamela0013088,112,1182,1596,333,99
2,414,1579,Shamela0013088,113,1,1158,935,98
2,503,821,Shamela0012034,716,8,675,234,43
2,1,340,Shamela0012034,717,1045,1383,263,95
2,833,1579,Shamela0012034,719,573,1323,598,97
2,837,1125,Shamela0007568,39,1319,1537,178,75
2,1125,1251,Shamela0007568,40,1,134,97,90
2,440,699,Shamela0031366,657,1320,1603,178,76
2,699,821,Shamela0031366,658,1,123,96,99
2,833,1146,Shamela0031366,658,910,1216,245,94
2,1223,1579,Shamela0031366,659,83,438,286,98
2,94,1296,ShamAY0034384,9,1,1586,963,74
2,1296,1579,ShamAY0034384,10,1,283,230,99
2,455,821,Shamela0022649,7,978,1444,251,64
2,829,1452,Shamela0022649,8,1035,1654,503,97
2,1452,1579,Shamela0022649,9,1,128,103,100
2,195,1579,JK000676,783,1,1239,927,79
2,833,1029,Shamela0021524,9,1373,1571,162,97
2,440,821,Shamela0021524,9,185,590,273,82
2,1029,1579,Shamela0021524,10,1,899,395,54
2,1,331,Shamela0021524,67,436,759,257,96
2,1,340,Sham19Y0017581,11,999,1333,262,95
2,503,785,Sham19Y0017581,21,41,341,202,83
2,440,1119,ShamAY0032275,351,834,1562,399,57
2,10,555,Shamela0006624,764,1121,1594,329,69
2,555,1579,Shamela0006624,765,1,860,668,79
2,503,785,JK000364,8,414,714,201,82
2,833,1197,JK000364,10,1318,1665,283,94
2,180,331,Shamela0037325,2789,699,846,118,96
2,837,1223,ShamAY0034377,2,10,359,283,88
2,463,785,Shamela0004473,563,560,924,218,71
2,503,785,Shamela0096844,5,503,807,198,80
2,463,821,Shamela0012398,1837,849,1204,259,88
2,423,821,Shamela0005890,30,845,1228,269,84
2,607,821,Zaydiyya0000379,14,1302,1510,163,93
2,837,1570,Zaydiyya0000379,16,764,1197,338,56
2,1,331,Shamela0011817,31,835,1158,258,96
2,515,666,ShamAY0038468,3,1,148,110,88
2,833,1579,ShamAY0035828,10,346,1462,559,61
2,607,833,Shamela0006947,7987,607,819,167,90
2,837,1039,Shamela0006947,7988,1455,1587,109,64
2,1039,1570,Shamela0006947,7989,1,302,234,54
2,463,623,Rafed0000876,122,1438,1589,94,75
2,1,226,ShamAY0038476BK1,31,1265,1491,180,97
2,455,821,ShamAY0038476BK1,33,804,1546,252,40
2,1215,1579,ShamAY0038476BK1,43,1143,1506,292,97
2,829,1223,ShamAY0038476BK1,43,290,689,321,98
2,440,821,Shamela0027084,26,540,944,271,82
2,455,785,JK000366,34,909,1241,222,78
2,1,331,Sham19Y0001994,644,1084,1406,234,83
2,455,821,Sham19Y0001994,645,420,1161,249,41
2,833,1579,Sham19Y0001994,648,159,907,610,99
3,1,433,Shamela0013088,113,1158,1586,341,97
3,433,1626,Shamela0013088,114,1,1193,967,98
3,442,1492,Shamela0012034,718,669,1636,766,88
3,1492,1626,Shamela0012034,719,1,121,99,89
3,438,1626,Shamela0007568,40,130,514,285,29
3,708,1551,Shamela0006674,99,1,593,393,56
3,918,1626,Shamela0031366,661,709,1430,569,96
3,1,1328,ShamAY0034384,10,283,1608,1066,98
3,1328,1626,ShamAY0034384,11,1,313,246,95
3,1093,1551,Shamela0001584,1326,1075,1326,143,38
3,952,1106,Shamela0001584,1326,357,504,115,88
3,733,887,Shamela0001037,166,61,232,115,85
3,1,347,JK000676,783,1239,1598,193,59
3,347,1626,JK000676,784,1,945,748,71
3,918,1369,Shamela0021524,12,1198,1647,356,96
3,1369,1626,Shamela0021524,13,1,271,211,94
3,442,1359,Sham19Y0017581,20,808,1452,512,68
3,918,1126,ShamAY0032275,353,1425,1628,158,92
3,1126,1626,ShamAY0032275,354,1,486,373,87
3,1,1041,Shamela0006624,765,860,1626,589,68
3,1041,1626,Shamela0006624,766,1,450,347,72
3,438,882,JK000364,10,975,1322,278,77
3,878,1626,JK000364,11,27,782,603,96
3,426,982,Zaydiyya0000379,16,1289,1535,193,42
3,1268,1551,Shamela0011817,27,1,290,227,95
3,918,1626,ShamAY0035828,11,168,889,570,96
3,426,1626,Shamela0006947,7989,395,790,288,28
3,438,1551,Shamela0006947,18771,10,756,495,52
3,41,438,ShamAY0038476BK1,44,3,220,104,28
3,438,1413,ShamAY0038476BK1,88,679,1562,697,86
3,1413,1626,ShamAY0038476BK1,89,1,220,170,93
3,438,1537,ShamAY0000443,3494,23,775,489,53
3,438,1428,JK000366,19,751,1649,715,88
3,1428,1626,JK000366,20,1,205,162,96
3,1,438,Sham19Y0001994,648,907,1165,143,39
3,271,699,Sham19Y0001994,649,7,377,113,27
4,1,442,Shamela0013088,114,1193,1637,354,97
4,442,1573,Shamela0013088,115,1,1131,904,98
4,1,451,Shamela0012034,719,121,541,327,89
4,973,1474,Shamela0012034,751,1259,1598,258,61
4,1,234,Shamela0031366,661,1430,1685,192,90
4,234,973,Shamela0031366,662,1,901,456,53
4,1,1278,ShamAY0034384,11,313,1602,1025,98
4,1278,1573,ShamAY0034384,12,1,299,235,97
4,336,492,JK000676,785,468,620,115,90
4,1,973,Shamela0021524,13,271,1428,645,60
4,1186,1573,Sham19Y0017581,22,600,983,303,96
4,1,930,ShamAY0032275,354,486,1184,354,40
4,1,286,Shamela0006624,766,450,663,174,72
4,332,492,Shamela0006624,767,417,574,118,90
4,71,299,Shamela0003055,4677,387,573,120,64
4,1,460,JK000364,11,782,1234,362,96
4,332,460,ShamAY0035866,6,189,315,97,96
4,71,332,Shamela0011817,28,306,567,213,99
4,1,510,ShamAY0035828,11,889,1090,160,39
4,1,460,ShamAY0038476BK1,89,220,679,366,97
4,973,1573,ShamAY0038476BK1,126,588,1190,471,96
4,1,460,JK000366,20,205,667,370,98
5,7,424,Shamela0013088,115,1136,1554,333,98
5,424,1590,Shamela0013088,116,1,1166,940,99
5,117,529,Shamela0012034,757,14,378,196,51
5,18,522,Shamela0031366,663,842,1426,296,57
5,7,1234,ShamAY0034384,12,304,1597,995,94
5,1234,1590,ShamAY0034384,13,1,357,286,99
5,7,529,Sham19Y0017581,22,988,1503,342,74
5,18,522,ShamAY0035828,23,175,890,296,47
5,7,359,ShamAY0038476BK1,126,1195,1546,281,98
5,359,1500,ShamAY0038476BK1,127,1,1201,904,92
6,1,420,Shamela0013088,116,1166,1578,325,96
6,420,1525,Shamela0013088,117,1,1101,868,97
6,343,671,Shamela0031366,662,180,505,255,98
6,1,1127,ShamAY0034384,13,357,1532,887,94
6,1127,1525,ShamAY0034384,14,1,400,318,98
6,1,539,JK000676,785,752,1133,230,48
6,343,671,Shamela0021524,13,704,1029,256,98
6,403,671,ShamAY0032275,354,836,1101,210,98
6,1,539,Shamela0006624,767,705,1085,228,48
7,1,426,Shamela0013088,117,1101,1520,336,98
7,426,1583,Shamela0013088,118,1,1147,923,98
7,1,1148,ShamAY0034384,14,400,1565,924,97
7,1148,1583,ShamAY0034384,15,1,436,346,98
7,25,503,JK000676,785,1144,1493,242,63
7,503,1583,JK000676,786,1,659,494,55
7,25,552,Shamela0006624,767,1096,1499,284,67
7,813,1583,Shamela0006624,768,15,611,457,72
8,4,466,Shamela0013088,118,1151,1609,374,98
8,466,752,Shamela0013088,119,1,292,229,97
8,4,752,ShamAY0034384,15,440,1188,603,98
