ms1,b1,e1,id2,ms2,b2,e2,ch_match,matches_percent
1,886,1568,JK000276,45,288,751,340,60
1,5,698,Shamela0026538,20,918,1603,546,97
1,698,1568,Shamela0026538,21,1,848,681,96
2,257,503,JK000156,9,636,847,125,64
2,117,731,JK000276,45,768,1288,369,72
2,1,743,Shamela0026538,21,848,1560,562,94
2,713,1571,Shamela0026538,22,1,853,661,95
3,446,779,JK000276,45,1288,1567,199,72
3,774,1710,JK000276,46,6,907,605,73
3,1,858,Shamela0026538,22,853,1616,616,86
3,858,1710,Shamela0026538,23,1,828,654,94
4,1,920,JK000276,46,907,1597,368,44
4,1,778,Shamela0026538,23,828,1595,614,97
4,778,1578,Shamela0026538,24,1,792,628,97
5,5,1529,JK000276,47,191,1524,845,62
5,5,804,Shamela0026538,24,792,1564,596,90
5,674,1644,Shamela0026538,25,254,1261,709,83
6,80,1560,JK000276,48,1,1424,883,68
6,1,388,Shamela0026538,25,1261,1644,309,97
6,388,1560,Shamela0026538,26,1,1153,869,92
7,912,1550,JK000276,49,683,1277,359,65
7,91,627,JK000276,49,1,419,305,69
7,320,1049,Shamela0006947,2616,70,808,544,90
7,1,403,Shamela0026538,26,1153,1519,289,89
7,403,1550,Shamela0026538,27,1,1103,858,93
8,432,1699,JK000276,50,1,950,636,59
8,1,451,Shamela0026538,27,1103,1545,357,96
8,451,1699,Shamela0026538,28,1,1237,978,94
9,1,719,JK000276,50,950,1663,535,87
9,726,1672,JK000276,51,9,605,419,52
9,1,415,Shamela0026538,28,1237,1650,322,94
9,415,1672,Shamela0026538,29,1,1227,964,93
10,1,954,JK000276,51,605,1602,625,70
10,1074,1534,JK000276,52,10,421,206,51
10,1,465,Shamela0026538,29,1227,1684,369,96
10,465,1538,Shamela0026538,30,1,1015,778,91
11,186,1625,JK000276,52,387,1466,701,57
11,1,494,Shamela0026538,30,1015,1505,397,98
11,494,1640,Shamela0026538,31,1,1100,871,93
12,8,145,JK000276,52,1466,1602,107,95
12,145,1615,JK000276,53,1,1362,952,74
12,8,604,Shamela0026538,31,1106,1636,426,87
12,604,1581,Shamela0026538,32,1,946,746,94
13,279,1554,JK000276,54,1,1165,891,85
13,8,626,Shamela0026538,32,952,1581,473,91
13,626,1605,Shamela0026538,33,1,957,754,95
14,12,426,JK000276,54,1175,1584,292,86
14,434,981,JK000276,55,1,528,381,80
14,1,689,Shamela0026538,33,957,1619,521,91
14,689,1694,Shamela0026538,34,1,931,744,89
15,1,499,JK000276,55,1095,1601,377,89
15,499,1387,JK000276,56,1,659,339,42
15,1,719,Shamela0026538,34,931,1628,543,94
15,719,1659,Shamela0026538,35,1,821,607,78
16,108,733,JK000276,56,802,1280,270,51
16,1,953,Shamela0026538,35,821,1609,627,81
16,953,1573,Shamela0026538,36,1,599,474,94
17,7,910,JK000276,57,503,1564,475,46
17,1,993,Shamela0026538,36,599,1577,777,96
17,993,1579,Shamela0026538,37,1,588,447,91
18,715,925,JK000156,13,1430,1619,124,67
18,464,1568,JK000276,58,469,1492,687,74
