ms1,b1,e1,id2,ms2,b2,e2,ch_match,matches_percent
1,991,1460,JK009245,9,639,876,157,39
1,997,1308,Sham19Y0018274,7,783,1107,183,56
1,894,1380,JK000204,1,1021,1264,145,37
1,991,1460,JK009251,1,1197,1637,185,37
1,973,1460,Shamela0008353,34,1191,1412,135,32
1,1088,1599,Shamela0021848BK1,3,851,1570,380,62
1,1088,1599,JK007114,2,342,989,328,59
1,1088,1599,Shamela0011468BK2,2,342,989,328,59
1,991,1567,JK007115,5,576,1290,239,33
1,991,1567,Shamela0009985,5,123,826,235,33
1,991,1460,JK000098,11,631,838,129,32
1,991,1460,Shamela0000432,4233,857,1101,134,32
1,1001,1460,Shamela0000140,1845,1091,1438,130,26
1,973,1505,Sham19Y0150676,4,689,1093,206,46
1,997,1261,JK007135,11,1268,1549,188,81
1,997,1599,JK000172,2,544,1205,489,90
1,878,1380,Shamela0035261,2,900,1187,148,31
1,991,1380,Sham19Y0020590,1,796,965,133,41
1,991,1574,Zaydiyya0000015,330,1040,1235,154,32
1,1348,1460,JK000291,4,0,262,88,42
1,984,1460,Sham19Y0147320,2,821,1139,172,40
1,1095,1460,Shamela0001466,10,582,1051,226,52
1,1095,1460,Shamela0001466,2294,1040,1324,162,52
1,901,1380,JK009279,1,1373,1593,115,30
1,1095,1604,Sham19Y0018272,3,754,1468,369,60
1,1088,1387,ShamIbadiyya0000279,11,1257,1606,243,84
1,1387,1685,ShamIbadiyya0000279,12,0,297,242,98
1,991,1380,AOCP20251104157,2,555,761,133,39
2,0,268,ShamIbadiyya0000279,12,297,576,217,95
3,993,1464,Masaha001961Vols,13,545,1232,168,23
3,1280,1517,Masaha001961Vols,14,33,795,168,27
3,993,1243,JK009273,360,68,290,154,72
3,916,1625,Shamela0002573,1678,279,1176,496,66
3,960,1502,JK000676,598,556,1137,329,61
3,996,1502,JK000676,629,436,792,263,64
3,993,1510,JK000162,120,700,1280,337,66
3,1268,1625,JK009313,747,0,246,178,61
3,887,1625,Sham19Y0150960,26,80,867,458,64
3,1256,1625,Shamela0000432,4304,853,1297,210,52
3,941,1341,Hindawi018613191,31,1295,1586,144,39
3,1330,1502,Hindawi018613191,32,0,182,131,88
3,921,1479,Shamela0009702,1013,12,610,192,34
3,960,1502,JK000468,1349,955,1553,331,60
3,1249,1625,JK000906,11506,625,1073,146,30
3,987,1243,JK001295,78,1253,1504,201,98
3,1071,1625,JK001295,80,225,1145,329,42
3,1260,1486,ShamIbadiyya0000050,4393,117,353,123,64
3,993,1405,ShamIbadiyya0000433,25,1029,1508,306,80
3,0,483,ShamIbadiyya0000279,12,913,1538,402,76
4,121,319,Shamela0022676,9,579,783,147,83
4,118,293,JK000162,121,1369,1554,135,88
4,0,319,JK009313,747,246,563,220,79
4,26,253,JK000451,61,1122,1352,126,62
4,121,319,Shamela0001417,470,1142,1338,146,86
4,0,113,JK001295,80,1145,1269,90,91
4,22,319,JK001295,81,102,390,196,76
4,0,113,JK000166,6460,250,374,90,91
8,904,1364,ShamIbadiyya0000279,20,87,544,338,87
8,279,408,ShamIbadiyya0000279,22,1443,1569,102,97
8,408,752,ShamIbadiyya0000279,23,0,339,264,93
9,485,697,Masaha001142Vols,5,1057,1265,142,79
9,485,697,Masaha001147,4,436,650,145,81
9,485,713,ShamAY0038201,5,835,1071,167,89
9,485,697,Shia003757,327,807,1015,142,79
9,596,697,Sham19Y0149697,43,443,544,80,100
9,485,713,JK007102,2,898,1134,167,89
9,441,697,Shia000152,11,464,780,167,65
9,485,697,JK000179,22,575,775,142,81
9,485,713,JK007135,16,1096,1334,172,91
9,485,713,JK000172,3,497,733,167,89
9,555,713,JK007119,8,1289,1504,114,67
9,485,713,Sham19Y0020590,2,325,561,167,89
9,485,713,JK000291,5,1065,1307,168,88
9,485,723,JK000196,44,391,635,169,87
9,536,686,Sham19Y0029600,2,99,211,83,70
9,151,469,ShamIbadiyya0000279,21,699,951,194,71
10,991,1391,Sham19Y0149697,51,0,198,104,31
10,184,316,JK007081,467,195,327,106,100
10,184,316,Sham19Y0013667,13,839,971,104,98
10,72,480,JK009184,37,576,960,89,18
10,115,324,ShamIbadiyya0000730,16,771,966,114,57
12,345,516,JK007081,773,16,190,107,62
12,840,1109,JK000768,139,1082,1306,176,80
12,840,1109,JK009149,863,430,1105,181,31
17,483,1268,ShamIbadiyya0000095,1538,396,1151,264,31
21,1254,1502,Sham19Y0133411,96,86,318,189,90
21,1254,1502,Sham19Y0032193,13,271,519,181,82
21,1254,1502,Shamela0008156,11,1332,1569,188,88
24,395,770,JK000169,31,566,1005,270,71
24,395,820,ShamAY0034200,64,1125,1585,297,76
24,395,770,JK007110,46,869,1283,293,84
25,1287,1510,Zaydiyya0000015,727,1300,1522,177,95
29,1124,1483,ShamAY0034200,78,970,1398,270,78
29,569,741,ShamAY0034200,81,1472,1646,142,97
29,1124,1267,JK007110,56,1514,1652,105,89
29,1267,1483,JK007110,57,0,289,165,72
29,569,744,JK007110,59,744,927,142,93
31,4,217,Sham19Y0032476,637,884,1214,117,45
31,62,211,JK007102,100,254,371,81,71
31,15,211,JK009279,92,412,770,108,35
35,338,903,Sham19Y0018274,146,207,397,125,25
35,303,752,JK007126,164,295,646,122,24
38,1272,1405,Zaydiyya0000066,24,607,742,77,59
38,1263,1405,Zaydiyya0000063,117,980,1101,95,84
55,239,406,ShamIbadiyya0000482,14,413,570,116,82
55,464,746,Sham19Y0016562,376,125,281,60,26
58,1363,1571,ShamIbadiyya0000229,1018,789,935,115,67
62,1129,1517,Sham19Y0132415,179,93,303,134,41
62,1223,1517,Shamela0001417,253,759,960,108,44
62,1223,1517,JK001295,567,912,1125,108,43
63,0,170,ShamAY0038201,472,1177,1324,118,86
64,504,977,JK000169,199,879,1361,345,86
64,245,392,JK000231,104,74,223,110,93
69,690,896,Zaydiyya0000063,118,590,782,141,86
70,720,1274,Shia003956,40,498,971,258,52
70,930,1274,Zaydiyya0000015,312,139,476,186,56
70,1044,1266,Sham19Y0147062,536,643,829,149,80
70,631,1007,ShamAY0034541,36,1288,1571,162,53
70,1044,1274,ShamAY0034541,37,94,287,156,81
71,104,271,Sham19Y0014297,1902,0,161,124,91
71,301,455,JK000241,1241,1362,1525,106,79
71,73,536,ShamAY0038201,548,0,874,330,44
71,23,271,JK000281,2359,892,1390,180,42
71,301,455,JK007085,539,520,684,107,79
71,23,407,JK007102,140,840,1630,292,44
71,68,271,JK007132,965,530,710,135,81
71,155,337,JK009151,663,184,342,89,60
71,155,328,JK007060,1087,294,453,83,58
77,1117,1270,Sham19Y0133411,1376,1018,1161,107,88
77,1117,1270,Sham19Y0017881,417,1342,1481,104,86
77,1117,1275,JK009151,595,800,948,107,86
77,1117,1270,Shamela0008156,436,626,769,107,88
79,512,711,Sham19Y0032193,484,82,274,76,36
79,309,616,Zaydiyya0000176,224,669,985,120,38
79,309,616,JK000231,235,76,610,171,37
82,764,1122,JK009279,122,296,725,207,54
84,615,822,Zaydiyya0000215,134,286,481,133,76
85,1125,1311,Zaydiyya0000215,135,1055,1233,116,75
87,271,609,Sham19Y0014280,1172,34,313,207,75
87,176,595,JK000231,269,302,629,203,58
87,13,595,Sham19Y0016562,638,250,893,288,51
91,11,265,JK000276,387,0,326,115,42
91,1196,1398,Sham19Y0122142,326,666,851,116,71
91,0,265,JK000990,119,24,349,122,44
93,708,836,Sham19Y0098083,103,258,382,92,84
94,432,897,ShamIbadiyya0000038,138,1089,1566,368,94
94,897,1562,ShamIbadiyya0000038,139,0,719,538,92
95,0,459,ShamIbadiyya0000038,139,719,1185,374,96
96,0,380,Sham19Y0133411,1480,64,550,161,34
108,704,886,JK000149,523,916,1095,130,84
108,171,857,JK000231,311,1086,1479,224,39
108,704,886,Masaha004768Vols,825,523,709,123,78
116,541,1080,ShamAY0038201,196,200,829,205,34
116,106,1080,JK007102,150,832,1425,342,42
116,106,1049,JK009279,136,799,1536,244,24
122,472,667,JK007081,141,615,788,139,87
122,468,647,JK007060,520,1298,1458,121,80
122,468,672,JK007110,141,1359,1544,138,81
125,549,1003,ShamAY0037541,47,178,515,152,37
125,549,1581,ShamAY0034200,231,537,888,256,29
125,549,1581,JK007110,152,1049,1400,256,29
127,762,1007,JK000231,20,206,440,141,68
127,1011,1388,JK000231,20,1332,1591,175,55
132,1172,1396,ShamIbadiyya0000760,763,871,1148,173,79
132,1172,1396,ShamIbadiyya0000185,3156,1006,1239,138,71
132,1172,1376,Kraken21040109,293,597,910,158,63
133,686,1078,JK007109,54,631,1173,142,26
133,525,1047,ShamAY0034200,206,356,666,151,35
133,173,577,ShamAY0034200,217,557,859,157,44
134,795,1221,JK000983,658,1188,1606,242,65
134,384,1025,JK007060,742,114,484,235,41
134,291,1340,ShamAY0034200,243,0,1483,636,49
134,384,1340,JK007110,161,135,1154,599,65
138,415,642,ShamAY0037541,55,0,249,175,81
138,22,289,JK007109,71,1198,1449,191,82
138,22,289,ShamAY0034200,271,51,302,191,82
138,333,626,ShamAY0034200,272,306,605,227,88
138,1413,1726,ShamAY0034200,276,381,663,211,81
138,402,626,JK007110,181,0,234,188,95
138,1413,1726,JK007110,183,1025,1307,211,81
139,748,1000,ShamAY0038201,401,175,426,175,82
139,1168,1452,ShamAY0038201,402,408,615,144,59
139,672,1298,Sham19Y0001469,134,1006,1614,140,19
139,753,1452,Sham19Y0001469,135,141,768,316,47
139,748,1351,JK007102,80,1009,1564,363,66
