ms1,b1,e1,id2,ms2,b2,e2,ch_match,matches_percent
1,1289,1678,Rafed0002679Vols,493,504,780,176,52
2,0,1064,Rafed0002679Vols,493,786,1629,626,69
4,562,1638,Rafed0002679Vols,495,235,1209,569,58
5,0,465,Rafed0002679Vols,495,1209,1609,272,68
5,499,1639,Rafed0002679Vols,496,0,1036,752,77
6,0,752,Rafed0002679Vols,496,1036,1590,412,66
6,752,1589,Rafed0002679Vols,497,0,728,565,80
7,0,794,Rafed0002679Vols,497,732,1259,394,58
17,490,1656,Shia003636Vols,97,0,521,415,43
18,424,896,Shia003636Vols,97,565,917,270,70
19,1007,1445,JK000637,2331,0,455,336,90
19,1226,1445,ShamIbadiyya0000193,4794,1092,1309,127,73
19,384,725,ShamIbadiyya0000193,4794,824,1176,188,61
19,366,1450,Shamela0025794,4034,254,1245,643,64
19,366,1445,Shamela0012884,5401,120,970,601,67
19,489,725,Shamela0002573,779,1237,1440,156,82
19,366,725,Shamela0000140,124,280,647,258,84
19,1019,1312,JK009390,3213,524,813,231,97
19,996,1450,JK009390,6854,59,532,356,94
19,366,725,Shamela0008473,5138,969,1347,272,89
19,330,719,Sham19Y0150960,763,1084,1466,247,74
19,366,719,JK000552,196,956,1315,254,85
19,330,725,ShamIbadiyya0000050,576,382,708,237,76
19,369,1417,Zaydiyya0000220,229,641,1500,569,65
19,366,793,Zaydiyya0000220,230,45,481,148,32
19,366,1424,JK000022,1367,720,1072,178,20
19,366,725,JK000467,914,896,1262,230,73
19,989,1450,Shamela0021315,76,732,1228,356,88
19,366,725,JK000470,118,411,629,138,46
19,1226,1445,Tafsir09050,4911,1142,1359,127,73
19,479,725,Tafsir09050,4911,995,1226,175,90
19,366,725,Shamela0010480,534,846,1234,270,86
19,366,678,Sham19Y0148271,13,1120,1465,229,81
19,366,1375,Shamela0021809,25,422,1432,589,59
19,989,1236,JK000906,42,1233,1501,192,88
19,366,729,JK000906,11542,1055,1440,253,77
19,330,725,Shamela0001417,75,543,925,247,73
19,879,1312,Shamela0001404,448,972,1595,236,40
19,366,1424,Shamela0001404,449,149,897,259,24
19,366,1445,Shamela0009567,693,113,1115,607,60
