ms1,b1,e1,id2,ms2,b2,e2,ch_match,matches_percent
27,788,1554,Noorlib0010827,77,12,537,282,41
30,320,695,Noorlib0010827,80,757,1106,173,56
31,0,505,Noorlib0010827,81,672,1189,257,52
45,729,1565,Noorlib0023588,197,386,1174,478,65
67,816,984,Kraken210904174302,287,1285,1448,127,93
67,794,1071,Hindawi097186416,18,701,972,208,92
93,650,975,Shia003754Vols,95,72,350,139,49
93,655,884,Shia003636Vols,6862,395,824,136,40
93,655,838,Shia001299,3,957,1230,105,50
93,626,838,Shia004524,24,1256,1594,125,47
93,626,975,Shia002984Vols,765,55,434,160,43
93,655,838,Shia001387,33,197,471,107,50
93,655,838,Zaydiyya0000142,3954,1028,1301,108,51
93,655,838,Shia001432Vols,1621,1260,1533,105,50
93,660,975,Shia001432Vols,11685,136,404,135,48
93,655,838,Shia001432Vols,13248,133,407,108,51
93,660,838,Shia001432Vols,13251,646,823,101,74
93,655,838,Shia001423Vols,614,1205,1479,108,51
93,585,975,Shia002185Vols,198,694,1004,159,53
93,622,838,Zaydiyya0000098,954,1098,1315,109,65
93,660,975,Shamela0096337,82,486,738,133,50
93,655,838,Shia003764Vols,458,434,707,105,50
93,655,838,Shia001334,577,51,324,108,51
